,Unnamed: 0,strategy,label
2956,2956,"after that was dismissed as a cause,",4
1653,1653,Encourage child to participate in non screen activities by starting them myself,1
959,959,making sure timing is right...not right before or after a nap,0
109,109,Communicate with other special needs families and typically developing families to plan weekends.,0
2932,2932,Good luck with the counselling. ,4
2377,2377,having these behavioural issues with your son.,4
1479,1479,"Requesting her to open her mouth ""say ah"" for me to brush her teeth.Giving her a turn with the toothbrush to practice brushing her teeth.While dressing, ask her, as well as guide her to push her arm through the sleeves of her shirt.",1
1420,1420,Ensuring that she isn't too tired before it starts,1
106,106,Changing activities so not bored from same thing all the time,0
2234,2234,Her independence.,4
2745,2745,He isn't bothered by it ,4
430,430,Having an alternative activity such as  an iPad helps to occupy the child while others eat and socialize. ,0
230,230,More consistency. ,0
2838,2838,"the baby will not suffer from first hand, second hand or third hand smoke",4
2870,2870,I want to tell you this ,4
2060,2060,[name] has been doing board games with his OT and learning the steps of playing game and taking turns,3
1002,1002,Enrollment in a formal program,0
1249,1249,Timing of activities - evenings and weekends ,0
1957,1957,Practice activities at home with child to increase confidence/participation,3
3005,3005,If it wasn't just myself and his two sisters that could easily be done but I have to split my time between them all,4
2450,2450, he can also be lovely and caring towards others. ,4
2879,2879,I'm sure it must be very hard on you too. ,4
1324,1324,watching her while she completes the task,0
1663,1663,ensuring she isn't tired or hungry or bringing snacks to keep her happy,1
2400,2400,"with cough, blocked nose. ",4
72,72,Provide her with a walker/stander,0
2816,2816,she still would not eat solids ,4
158,158,Find and plan activities,0
2284,2284,"Aside from lots of prompting from parents and caretakers, there isn't much we've found that makes [name] interested in socializing with peers. He has a few friends he will follow around but he mostly prefers being by himself. At school he is forced to interact with peers and I assume with time it will be more normal for him to interact with peers. ",4
464,464,Make sure work schedule allows transporting children to activities,0
2564,2564,with their appendicts after having Kawasaki? Or anemia.,4
1922,1922,Give her only two options to choose from when choosing snack or meal.,2
691,691,Save money to afford attending money costing activities,0
2091,2091,Repetition,3
1052,1052,"Since he is resistant to changes in his routine, and is affected intensely by changes or new things, we sometimes will use a vest that applies deep pressure to his chest and back. It's very calming and when he is calm, he is much more compliant, which is essential for getting him to sleep at a decent time.",0
647,647,Find more resources,0
432,432,WE play with toys that makes sounds and light up,0
2674,2674,Not as rare as people might think.,4
2624,2624,esp if he is so young.,4
1084,1084,Assist from PT/OT/SLP in the school itself,0
1755,1755, expectations (parental) of tidying up own toys + messes.,2
2124,2124,We need more time and cooler weather to do the park.,4
2090,2090,We work with her using her sensory bag and encourage her in everything she does.,3
2396,2396,We were shocked at how overwhelming & emotional it was having the treatment.,4
2585,2585,"He's eight now, he's going into third grade.  ",4
2126,2126,Right now the focus is on [patient]'s health & dealing with those issues.,4
1784,1784,We will use a fun silly voice instead of a bossy when we need his help to put away toys. He is much more likely to follow direction that way. ,2
1265,1265,Mealtime - Provide her with 3 opportunities a day to sit in hightchair & practice fine moto skills with meal time.,0
2851,2851, then a hug ,4
1108,1108,Verbal communiation on what activity is going to happen to help anticipate,0
1148,1148,Talk to my child aboutw hat I'm doing to pique interest,0
169,169, a  plan,0
2471,2471,They say she is borderline.,4
2236,2236,Child  does not attend pre-school (stay at home mom),4
1765,1765,Having a reward system.,2
1654,1654,be certain she is comfortable with the new people in the home,1
2866,2866, im assuming because shes copying him. ,4
2903,2903,He can be calm and happy one minute and angry and agressive the next. ,4
2367,2367, they refused to treat him on the NHS as say it is cosmetic ,4
2542,2542,it comes with a guarantee ,4
2445,2445,"Thursday he temperature went up but came down

",4
2997,2997,also the drug companies are making a fortune out of  it  . ,4
2094,2094,Practice certain sense that associate with the activity such as combing hair and touching gums and teeth so that they are familiar.,3
595,595,Changed passwords/codes on tablets and phone so he can't get in by himself,0
2063,2063,Hand over hand help,3
2069,2069,Learn to help washing face and hands,3
973,973,take a toy,0
2205,2205,Unable to due to COVID ,4
1550,1550,allow independence,1
874,874,Close supervision when helping make food.,0
2443,2443,would hit me with the tv remote until I gave in ,4
2876,2876,He feels im always screaming and shouting at him ,4
2708,2708,I feel that label of causing trouble is going to stay with him. ,4
521,521,Having time to go to these places,0
1660,1660,I have been encouraging [name] to help take care of his baby brother. We talk about importance of caring for others and family,1
627,627,We keep him involved in various activities.,0
1763,1763,Washing hands/face - allowing child to play with cloth once task complete,2
1928,1928,"Cleaning up toys - make it a game/challenge, reward good work",2
397,397,Only do these when she is well rested and we aren't rushed for time,0
7,7,Modelling the activity with much repetition,0
1519,1519,Being encouraged by mom,1
2507,2507,his brain did not process info like yours and mine,4
2311,2311,Have healthy children so that we can participate.,4
896,896,Make time and have lots of patience. ,0
3000,3000,my mum who also found it very difficult ,4
2133,2133,Show developmental readiness to do skills.,4
698,698,"We use a task list where we write down what's on the agenda for the day.  As each task/activity is completed, our son crosses it off (or he numbers them, then checks them off).  We also use a picture schedule on our fridge so he has a visual cue as to what we are doing/where we are going that day.",0
1789,1789,set expectations,2
1935,1935,"Tristyn has always been really good about throwing away his trash. We started that at an early age.  I do have to remind him at times, but he gets whatever it is and throws it away quickly.  We are just now starting to be better about asking him to put his toys back into his cubbies.  He is really into horses, so if he till isn't's complying after a few verbal prompts, then all we have to do is mention the horses maybe needing to go ""on vacation"" and he complies.",2
764,764,having activities games to keep occupied dduring travel,0
1257,1257,structure,0
1704,1704,Likes to read. Knows many of the books that we read on a daily basis. Will take turns reading the same books. ,1
2947,2947,"one moment and ""You're not my friend"" the next. ",4
3073,3073,it's just their personalities ,4
1849,1849,Including ourselves to make things seem appealing,2
879,879,keep organized,0
946,946,use a baby sling to allow [name] to see what is going on and interact with the family during activities she is too young to participate in.,0
1038,1038,Enroll into preschool.,0
209,209,Try to keep up his strength and work around when he can do things. ,0
2252,2252,We need time apart from therapies to go to the park.,4
917,917,"Advice from others, professionals or parents, to help support her social interaction",0
2285,2285,Needs close supervision.,4
451,451,also think that a chart may help improve the above,0
1005,1005,Her sister being able to participate with her,0
2291,2291,based the therapist guide me.,4
1600,1600,Preparing him with a goal or objective in mind that is expressed to the child and repeated to increase confidence. ,1
2177,2177,My child loves to have his sisters home and near him. ,4
1578,1578,I encourage him to help me when I'm doing these things,1
1335,1335,The right opportunities,0
420,420,I have an aid for her at church so hopefully she still can here the messages play the games and be in the same room as other kids,0
3029,3029,when would be the appropriate time to tell my daughter I'm her biological father.,4
2135,2135,no change possible,4
2842,2842,surrounding bedtime and behaviour ,4
907,907,"I always take her to the circus, carnival and fairs when it is in the season",0
2153,2153,I would just like her to try more foods,4
1491,1491,Decrease social anxiety and sensory overload,1
1173,1173,Having more community awareness of those who are disabled,0
1226,1226,We try to keep the holiday gatherings and birthday parties simple and not too many people.,0
310,310,The clean up song. ,0
768,768,"Emphasize and model participation in the more interactive parts of worship, like music, while maintaining realistic expectations for attention.",0
807,807,bring something familiar to him,0
2617,2617,(sickness and diarrhoea),4
1649,1649,Encourage [name] to do thins on his own,1
632,632,we have headphones but one noise is all it takes like a cough so not going out when a sibling has a cough,0
455,455,no electronics time where we just focus on her,0
1569,1569,Keep doing usual - have her involved as much as I can,1
2365,2365,Is that correct?,4
127,127,"[name] does not like to do puzzles, play with blocks or dress up. I have been giving more opportunities for him to do puzzles and providing encouragement ",0
2487,2487,as this condition does not fall into mental health or learning diffitculties,4
0,0,other students who are well behaved,0
1394,1394,I let my son close the dish washer and press the buttons.,1
471,471,Create a certain day each month to have a family sleepover with cousins,0
1709,1709,Could benefit from more one-to-one support,1
1353,1353,We demonstrate group time at home as a family with other siblings daily. ,0
220,220,try to avoid people and noises,0
2488,2488,he is showing no interest,4
922,922,Other kids modeling the desired behavior,0
2874,2874,since probably about the age of 3.,4
18,18,show her where her toys need to go when we pick up,0
1651,1651,I would like my child to be more helpful while cleaning up. If I ask her to help me she is more likely to assist rather than simply telling her to clean up.,1
36,36,We bring his DS or Ipad to help keep our son settled and sitting down while we are at the doctors etc.,0
765,765,Encouraged more outside time,0
2051,2051,Learn to help getting dressed,3
2846,2846,He had very little impulse control when it comes to his behaviour in class and at home. ,4
1892,1892, incentives  and  rewards,2
2967,2967,which is the best age to take your child to the doctors,4
1787,1787,have her keep doing that chore so she can get the routine of it,2
2764,2764,I am wondering how much of this is his fault,4
1343,1343,I need to sign him up,0
237,237,Try to go more,0
916,916,Searching out and attending activities in the community,0
83,83,We play with toys that light up and make noise,0
1882,1882,"Playing board games and learning to play nicely with others (with sibling, parent, hab provider, other kids) is a work in progress.  We are working on taking turns, sharing, encouraging others, not leaving the game, working through frustrating moments, being a good sport, and not controlling the game.  Anytime when it starts to head south, we remind him that we area playing by the rules.  If he isn't going to play by the rules, then we don't play.  He likes to control the game.  For example, he LOVES to play Monopoly!  He sometimes starts to tell us what we can and cannot purchase, who we should be, and doesn't want to pay us if we land on his properties or go to jail if drawing that card or rolling three times.  Who wants to ever go to jail, right?  Still, it's important to relay this message every time we play and to work through it.  At times, when he isn't willing, we decide to all clean up the game and try something else (and we respect that).",2
2261,2261,"Again because of the weather water activities are a huge benefit. However, these need to be in quieter places with not so many kids running around.",4
2552,2552,I know it can be frightening or difficult ,4
2663,2663,The Paediatric Consultant we had at Derriford left ,4
1386,1386,Attend church family fun nights.,0
1373,1373,Limit screen time,0
3049,3049," smacking her self, stops breathing, bites herself. ",4
3072,3072,when we all caught a tummy bug ,4
499,499,Schedules for activities that he can look at,0
1268,1268,At this point the only change I am looking for it more variety outside of what is already being provided by daycare. He has participated in soccer before and well as gymnastics at daycare. I would love to have more active programming directed at his age group (2-3) that is modelled to the attention span and level of understanding at his age. ,0
292,292,"Model how to play the games, etc.",0
3001,3001,maybe had a diagnosis ,4
2138,2138, does better  in organized activities and play,4
1227,1227,1  to 1  coach,0
3074,3074,as a 2 year old ,4
32,32,having her sister participate as well,0
2074,2074,"She picks up toys when we do hand over hand, until she understands what we are asking her to do",3
2397,2397,My husband and I are skeptical about the long term side effects,4
2572,2572, just like us he is afraid to be bullied,4
413,413,I try to attend field trips so she can be more involved,0
2021,2021,hand over hand when needed,3
996,996,Early years centre programming that is free!,0
771,771,"Introduce her to new mediums (finger paint, chalk, etc.)",0
983,983,Provide her with toys and equipment to optimize her opportunity to use muscles effected by cerebral palsy,0
2713,2713,"sorry for my mistake,",4
202,202,I would like my child to participate more while getting dressed. I will orient her clothes and hold them for her to facilitate dressing.,0
1169,1169,have things more accessible to him. ,0
218,218,More money to also pay (supplement) for a day or two a week of private preschool. ,0
790,790,"spend time at grandparents house, friends house.",0
208,208,Timing the event for when she is well rested and fed,0
239,239,Having only him go out with me instead of the whole family. The one and one seems to help defuse a lot of the stress that comes with going out.,0
2217,2217,Would love her to be more involved in choosing healthy meals and snacks,4
2209,2209,Always researching about *name*'s diagnosis and mediccations and side effects to keep up to date as he is so sick so often,4
1636,1636,House guests - I like to have people over that include our son and get along well with him.,1
389,389,External community agency support in the classroom to support/enhance hearing + listening,0
2095,2095,Hand over hand,3
399,399,info on services available,0
861,861,"Routine, routine, routine.",0
1641,1641,Praise her when she participates and uses her words. Having the teacher help her so she gets comforable with people other than mom/dad,1
3030,3030,"many people who are not aware of any of our struggles, ",4
2187,2187,Cannot read SDM's writing,4
2399,2399, we came to a point where there was nothing else left to try. ,4
153,153,Have more playdates with peers,0
1646,1646,"picking their clothes, putting away clothes, talking about diaper changes, etc. ",1
1413,1413,Necessary for parent to be there encouraging him to continue participating. ,1
2579,2579, its hard to explain to her,4
2644,2644,then she was hyperventilating.,4
2806,2806, [name] will see results of the bracing.  ,4
2481,2481,when she says that she does not like me ,4
2641,2641,and wants to talk with me every day. ,4
2728,2728,My younger son wasn't as interested ,4
174,174,I turn on the radio every afternoon for about 30 or so minutes to allow all of us at home to kick back and have some fun while we play or clean. He sees this as a benefit and not a chore.,0
13,13,Have other children include him while playing,0
1216,1216,Just started allowing TV time 2 weeks ago but she enjoys looking at pictures of herself on smart phones and will use her pointer finger to swipe to next picture,0
920,920,go to holiday gatherings at family members house,0
1898,1898,It helps if we make a game out of cleaning up and involve others in the family.,2
1121,1121,"Maintain calmness, patience",0
2325,2325,Its really getting us down,4
2179,2179,Enjoys going out on neighborhood outings. ,4
1757,1757,personalize it to his interests,2
1465,1465, comfort level with the group and facility ,1
226,226,Explaining what will be expected of him before actually arriving.,0
114,114,Talk about and demonstrate gentle touches with siblings and animals,0
2636,2636,  He sounds like a real little charactor who will do well in life ,4
878,878,Bringing some activities to keep our son sitting at the table.,0
98,98,Save money to help with fundraisers or create ways to earn money to do so,0
250,250,"We don't do as much socialization as we probably would have pre-pandemic so our interactions with close friends and family (we don't have any family in the state) are pretty limited.  She goes to daycare 2 days a week, the other 3 week days we go to a scheduled class and over the weekend we may or may not see friends (lately it's been less so than over the summer).  She can be shy to initiate an interaction so sometimes sitting with her to play can help her get more comfortable before leaving her to play either by herself or with other kids.",0
1899,1899,Having expectations for behavior when on outings,2
1142,1142,Keeping the house organized and the toys and clutter to a minimum,0
2108,2108,she is finally at an age where we can sign her up for activitives,4
1525,1525,Encouraging + assisting in cleaning up toys,1
456,456,Adapting meterials to make it easier,0
1624,1624,"He prefers unstructured time. No understanding of birthdays/holidays. Most successful when he is allowed to just be i the same room with the party while not expecting him to participate in party activities (i.e. no games, doesn't eat cake, etc).",1
2257,2257,More involvement will happen as he grows up,4
2982,2982,"Even though he still looks happy and healthy, he's gaining less and less weight: while at the 75th weight-distribution percentile at 3 months of age (6.2 kg)",4
327,327,Place my child within her peer group rather than with parents in social settings,0
2178,2178,We need money to travel.,4
1570,1570,feeling comfortable in the setting,1
2333,2333,been and got some piriton.,4
1242,1242,One parent off work full-time to accommodate appointments and work on development,0
434,434,show her how the activty works,0
1453,1453,She hates having her hair brushed so we compromise and she will allow me to brush it for a few seconds if I brush slowly.  ,1
2923,2923," when she does eat, she then complains about her tummy being sore",4
2218,2218,Needs reinforcer.,4
626,626,reading with him,0
476,476,Change up the things she does so she doesn't get bored.,0
2691,2691,"such as hitting other people (not me), ",4
2201,2201,*name* is always in hospital for every holiday or too sick to be around people to celebrate - at risk of getting expossed to illness,4
1198,1198, reminders and assistance,0
673,673,Taking adequate time to make sure he can interact/engage (i.e. do not rush this but take 3x the amount of time than is needed for neurotypical child),0
530,530,At some point introduce him to music classes. He is in a swim class and will continue to take him as he enjoys it very much.,0
2013,2013,"Assisting in clapping, or encouraging vocalizations when singing like for she's a jolly good fellow/happy birthday etc",3
2871,2871,since being here he's had 4 pairs of glasses broken yet the staff said there's 10 members of staff,4
3048,3048,The best time to use conditioner is before using the comb.,4
1648,1648,Challenge her with more opportunities to pick clothes + get dressed.,1
246,246,Places that make it easy for her to see the action f,0
1668,1668,Include my daughter in their activities,1
675,675,"sing the ""clean up time"" song before and during picking up toys ",0
637,637,Give examples of what is expected before asking him to do it,0
970,970,Facilitation inclusion coordinator works 1-on-1 with [name] to incorporate her into group activities and assist as required,0
145,145,bring his headphones,0
2027,2027,Understands that he is a big boy now and that going to school for a couple of hours a week will help him in being able to play with other children. ,3
1565,1565,Encourage as she tries new things,1
2061,2061,Teach him how to do household chores and trust him to do them,3
2191,2191,"Growing older, child still too young",4
2921,2921,Daughter was born ,4
2555,2555,he has often been unwell,4
2147,2147,intellectually stimulating for him,4
728,728,"We haven't done any organized lessons over the summer, but during the school year she was in swimming lessons.  She didn't like going, but eventually she would engage and do some of the things the rest of the class did.",0
2031,2031,Learn sign language or her gestures,3
583,583,Showing her what I want done,0
1232,1232,"We do have some activities available for kids, but not as many as in a larger town",0
2980,2980,"or holding a kid by the neck,",4
240,240,If i explain what we are doing and why we are doing it.,0
2228,2228,Jennifer handles the changes well in the home,4
1204,1204,having a motivating friend attend with us who sets good examples,0
2750,2750," the people he is being asked to spend time wiht (e.g, social skills might be lacking) etcetera.  ",4
1075,1075,Visual schedules,0
725,725,Make sure providers know he has a hearing loss,0
1594,1594,"Let her try new foods, drinks, + meet new people.",1
2865,2865,we're running out of things to look at,4
804,804,Use of fm system,0
1502,1502,Include her in everyday activities and encourage participation,1
2504,2504,"He sounds like my 8-yr-old, ",4
2510,2510,.my 3 yr old granddaughter talks like a grown up.,4
2537,2537,cramp and muscler pains in both of them,4
1753,1753,Rewards for completed task,2
2584,2584, just because you've eaten doesn't mean you've fed yourself,4
1301,1301,We need to go out more,0
1559,1559,"Providing support, but also being firm in the things that he must do on his own. ",1
1,1,We go for walks and go fishing or other outdoor activities,0
949,949,JK daily schooling,0
1197,1197,"Interaction with other kids, place him with other children",0
2905,2905, I'm nervous about going to the doctor  ,4
558,558,Play with him,0
16,16,I ask my child about what she did in class and what she likes,0
1057,1057,Having friends and people in the community know her and accept her,0
2861,2861,says 'i have a sore tummy',4
1518,1518,"While at the store if she has a specific task, such as putting the item in the cart, she stays more focused.  Also having a goal, such as if you listen you can choose a treat when we are done.  ",1
2459,2459,with Aspergers in this crazy world ,4
126,126,Participate with the group more at gym class,0
1164,1164,Having money to go on trips,0
2690,2690,He has Coeliac Disease ,4
1573,1573,"Mom asks [name] how to apply paste on the tooth brush and how much, how to brush teeth",1
2586,2586,He keeps throwing food and toys ,4
2717,2717,He abs believed it and it worked.   ,4
2813,2813,I do wonder about the possibility ,4
504,504,Modeling hygiene/eating and then having her copy,0
2411,2411,"have nobody that understands,",4
2736,2736, She also complains of tummy pains and her throat hurting.,4
1962,1962,repetition and practice,3
2186,2186,We haven't been to any community events. ,4
1843,1843,make it a game,2
1602,1602,When he helps give lots of encouragement,1
1583,1583,Reassure him that he can do it on his own and give him praise,1
2,2,"In some rare ovations we have had to leave the event.  This cause hurt feelings, but he learns that we will remove him if he does not find a way to control his body and behavior.",0
2382,2382,but I knew something was wrong then.,4
2002,2002,another adult or someone to assist her when needed,3
1827,1827,discipline,2
2359,2359,i believe that my daughter who is 9 yrs old has this condition,4
3051,3051,and can be hard to diagnose,4
774,774,Demonstrating activity a few times to try to teach her how to do it,0
2281,2281,We haven't had guests over because his immune system has been down due to the chemo. This will change when he is healed. ,4
2577,2577,so I had a look and she has started to grow pubic hair! ,4
1896,1896,Let [name] choose his activities and how he wants to play with them.,2
2541,2541,is quite an academic.,4
184,184,having patience and not being in a rush,0
1217,1217,Modelling behaviour,0
1012,1012,Being ok with his constant wants and needs even when he really doesn't want or need it.,0
264,264,"Modeling for her what to do, for example, how to use a fork. ",0
2172,2172,"My child has difficulty attending to games/programs on a small screen. When we watch her favorite PBS show on our tablet she loses focus after 8-10 minutes, on a moderate sized tv she will attend for 10-15 minutes, and on a large screen for 30 minutes.  We try to use all three, but use the largest screen when we want to encourage her to attend for longer.",4
506,506,I attend every appointment.,0
1579,1579,having me with her to help her feel secure,1
1881,1881,Motivational rewards for completing the chores independently,2
2697,2697,I think the pain is constantly there to some extent ,4
2530,2530," she won't give in, ",4
1786,1786,Regular prompts and encouragements,2
1769,1769,Making hand washing fun,2
2920,2920,My 4.5 year old has been poorly this week with a cold and thismorning he saw the doctors,4
1561,1561,Allow her to assist in brushing her hair.,1
342,342,Purchase clothing that is easiest to put on.,0
1944,1944,Reminders,2
485,485,"we have a lot of family in town and they have good relationships with their grandparents, aunts, uncles and cousins",0
1371,1371,Keep in constant contact with teachers and therapists,0
746,746,Keep his routines the same,0
2763,2763,"and we wanted to make sure it didn't go to his chest, ",4
1633,1633,Increase frequency of exposure to group learning,1
604,604,Is able to actively participate in many of the activities that we do which helps gauge his interest. ,0
131,131,Let others know he is to do it himself.,0
261,261,We have numerous pets so we are constantly talking and demonstrating how to take care of them.,0
3063,3063, lasting about 72 hours. ,4
1359,1359,Weekends are daddy days,0
1822,1822,Have options to write or color - he focuses well on writing or drawing,2
251,251,Pay attention and focus when at a music or art class instead of running around like crazy,0
2563,2563,im new to this site ,4
1974,1974,Hand over hand action and demonstration,3
1644,1644,encourage her to talk more,1
498,498,having a timer set to indicate potty time,0
2732,2732,and closing over within days of delivery). ,4
3047,3047,should I go to health visitor or doctor? ,4
643,643,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".",0
2910,2910,realised that my she has more than likely have this condition,4
1856,1856,Use activities that he is interested in,2
1855,1855,"We have little games such as ""Who can get their jammies on the fastest?""",2
2925,2925, She has a good school life,4
1096,1096,make social stories,0
2293,2293,open communication,4
2449,2449,My son has had recurrent fevers for a month now.,4
1466,1466,We get out the apron and stool so he can help us with measuring and pouring.,1
806,806,"Regularly reding the same 20 books, by various different people. Watch and expand upon engagement",0
2974,2974,"He is a happy, healthy, ordinary little boy (almost 3). ",4
560,560,Do it with him,0
3080,3080,he has had two urinary infections ,4
2955,2955,sometimes being a thorn in their side is necessary ,4
554,554,Keep things simple,0
877,877,financial means,0
3079,3079,and even stops breathing.,4
599,599,Find easier ways to do them. ,0
1308,1308,Talk through each step so he knows what is coming in the routine.,0
1419,1419,I ask my son if I can change his diaper in hopes of giving him autonomy over his body  and to let him be an active participant in his care. ,1
2242,2242,do more often,4
39,39,Do it as a family,0
3036,3036,I have met a few bilingual families,4
478,478,Make sure he is wearing hearing aids,0
296,296,"We have visitors do famimliar things with him: read, songs, iPad, talk etc",0
102,102,Explanation and she sees me do it repetatively daily,0
2744,2744,She came down stairs clutching her left side forehead,4
196,196,Including others to make it more fun,0
2268,2268,"Sometimes with sicke cell, the weather is too hot or too cold",4
649,649,adequate nutrition and rest,0
1079,1079,Including other children in the activity,0
3019,3019,"especially if you told him no, ",4
671,671,Having alternatives such as an iPad help when the activity lacks direct engagement. ,0
60,60,Have a great nanny and outside experts to come to the apartment to proactively advance him.,0
275,275,activities at times on the weekends or evening that we can participate,0
869,869,Climbs up on the counter to brush his teeth. Realizes this a a normal everday routine before school. ,0
2195,2195,We just haven't had a chance to go on vacation this summer.,4
1912,1912,"She likes babies and likes to be helpful so if there is something she can do to help a  out, especially with a baby it's a reliable win.  It could be just entertaining the baby for a moment, handing something the parent requested, etc.",2
1011,1011,explain/show her what she needs to do when it comes to her cleaning needs such as brushing air and teeth and taking baths,0
2057,2057,Assist her when necessary but allow her opportunity to practise.,3
1639,1639,Let him explore new tools to eat/play with,1
3009,3009,Yes it can be horrible to label children ,4
1916,1916,Repeat back to me what I have just asked him to do.,2
2854,2854,we've got the number 1 sorted ,4
1321,1321,singing songs,0
1672,1672,"I let him set his own pace and make decisions on who he wants to interact with. I make a point to let him know he has some control in his life, ",1
937,937,"providing information before it happens (hair cutting, dentist, doctors)",0
1378,1378,Having a understanding instructor.,0
3014,3014, but she doesn't seem to seek attention for medical conditions ,4
605,605,having friends,0
1375,1375,picture schedule,0
105,105,read books about it,0
1836,1836,Use a chore chart for reinforcement,2
1722,1722,Encourage the child to work through a non preferred activity in order to obtain a preferred item such as iPad time.,2
924,924,Give him more opportunity to do it himself,0
263,263,structured routine,0
2320,2320,*name* is always greeted by smile by people and returns their smiles with eye talk' and cute eye brow raises - I would love for him to start sign language or use verbal skills or begin to be more active physically instead of in a chair,4
873,873,Feeding utensils appropriate to size of child.,0
1635,1635,"Start to give him opportunities to try steps himself, such as putting on shoes",1
1941,1941,She loves Petting zoos she connects with animals on a different level but the movie theater most often is a disaster. So we try to do what she likes to do,2
2117,2117,He comes home from Pre-School with a report of what was done at school that day. Since he can't say what he did this allows us a parents to know how to talk to him about his day at school.,4
984,984,supportive teachers/staff who know how to interact with my son,0
388,388,Tent in the backyard.,0
2881,2881, that one of the thing sthat has been affected ,4
1734,1734,Trying to get her to want to help clean,2
1623,1623,Think of new or different ways to include him. ,1
1336,1336,Turning off tv. ,0
489,489,More frequent play groups ,0
2583,2583,this:  Lack of Accountability,4
3034,3034,"she screams, hits and bites.  ",4
6,6,Keeping the classes short and on task really helps our son.,0
1127,1127,Sign him up for the library card and take him,0
1735,1735,"Showing a child how much you are interested and excited about regular chores, trying to get him involved and reward if he complies",2
101,101,Decrease sensory overload,0
1361,1361,He sees his brothers doing the same basic care routines so he usually likes to join in.,0
1031,1031,Parental involvement is important,0
99,99,Describing to her what we are doing and why,0
2019,2019,"teaching to help pick up toys, learning about cleaning",3
607,607,Ensuring that we have plenty of time so no one is rushed as that makes her behavior issues worse,0
2056,2056,Hand over hand ipad use,3
2351,2351,and it will just come out. ,4
904,904,Compression vest for the deep pressure he's usually seeking,0
2088,2088,"Assist him when needed, without complaint.",3
1074,1074,Find a consistent play group and go often,0
845,845,using detangle spray to make hair brushing more comfortable,0
1901,1901,Use topics of interest as connectors between activities,2
704,704,Know when activities are occuring,0
2093,2093,Help he clean up the toys,3
2965,2965,with high functioning autism spectrum disorder ,4
1619,1619,Praise,1
844,844,To reinforce what they are doing at school at home,0
1153,1153,Doing the same routines over and over. If he does not go to bed we have to start back at the begining.,0
2193,2193,We have not tried any organized sports yet but would like to try in the future.,4
817,817,Playing with her when she requests that kind of play. ,0
2916,2916,what she is eating isn't from the right food groups.,4
1531,1531,"My husband (child's father) spends the evening with him, does the bath and bed routine, encourages his participation in getting ready for bed",1
461,461,"Get him out in the world, take him places, get involved. ",0
2316,2316,"There really aren't any strategies that would help him participate with typical children in an organized sport. He simply does not have the developmental ability. Doesn't understand the rules, can't catch a ball, has terrible visual-spatial understanding so he can't kick a ball, etc. ",4
1280,1280,timing of events (i.e. not during nap time),0
2998,2998,we may need some treatments but they help ,4
1632,1632,We are working on him being laid in bed awake and letting him soothe himself to sleep,1
1996,1996,Teach him how to do it and set certain times to do chores,3
492,492,"Take him on walkes, bike rides, park, Etc",0
2984,2984,alone weren't a cause for concern. ,4
2785,2785,It started with the cough,4
384,384,funds to participate and buy supplies,0
1289,1289,Make easy for him to access his toys/clothes,0
1219,1219,"An educative assistant makes all the difference.  We have to pay out of pocket for this at private kindergarten in the mornings, the public system SOMETIMES provides one in the afternoons at his public kindergarten class.",0
2428,2428,and prior to that in Japan ,4
1907,1907,have a choice in what she eats,2
2954,2954,The tics gradually reduced ,4
222,222,Provide toys to play with,0
588,588,Try to be patient,0
2009,2009,"More ""chair time"" to work on hand-ee coordination to help with seated activities",3
1659,1659,WE try to expose him to new environments and activities as much as possible.,1
646,646,put him in a room with less kids,0
834,834,Take swimming lessons. ,0
529,529,Schedule work off to participate in activities,0
2706,2706,he also trys to get out of tidying up,4
2508,2508,I'm having a really tough time with my 8 year old son ,4
3060,3060,He is mean to his younger brother,4
1381,1381,"talk to her about what we are going to do, and what to expect",0
1474,1474,"With wheelchair help move or ""carry"" items",1
2494,2494,my other grandchildren seem way ahead,4
1050,1050,Singing cleanup song,0
573,573,Invite children over for play.,0
1480,1480,I will give my son a task that doesn't really need to be done but is harmless. Such as sweeping the floor and using the Swiffer duster.,1
117,117,using sign language to help explain activities,0
2833,2833,Now my worries are for her childhood being no longer as child like,4
2115,2115,We have little time and money for outings.,4
843,843,We bought some fun kids soap for the bathroom so he will want his hands more often.,0
1097,1097,Slowly introduce more celebrations at home,0
2206,2206,Keeping them short,4
2141,2141,My child doesnt walk which hinders participation with peers. PT is involved,4
1264,1264,"Play ""look and find"" our dog Cheech. Also, comfort with gentle petting when he (Cheech) is scared. 4. Helps while in stander wash and rinse light dishes",0
501,501,We have our costumes easily accessible so we can play dress up.,0
645,645,Keeping the length of engagement to about 15 minutes,0
1741,1741,Making a game out of putting cloths on,2
205,205,Have a schedule of planned activities prepared ahead of time,0
266,266,modeling before the activity starts,0
73,73,"Singing songs, making fun",0
853,853,Talking about upcoming events before they happen,0
2433,2433,My Son is 2 years 1 month old,4
375,375,Usually participates in these activities at school,0
2122,2122,He loves to see new things and be surrounded by people,4
1927,1927,bribes,2
818,818,Staying away from anyplace with moving cars.,0
693,693, structure,0
119,119,providing modeling before an activity,0
233,233,Going to bed without me having to sit in there so he wont play.,0
1980,1980,Repeating the activity ,3
1622,1622,She gets excited to have friends over but she doesn't always know how to interact with friends.  We encourage her to do different activities with her friends.  ,1
2241,2241,my child does not attend organized daycare/preschool,4
1875,1875,Making chores fun,2
3041,3041,i still at 55 will have a fit,4
