,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Dataset,ID,strategy,broad activity ,setting ,label,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1633,1633,1616,2173,2173,2497,SNF Supp.,431,Find and plan activities,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1634,1634,1654,2211,2211,2535,SNF Supp.,431,Put in calendar so we all remember when events are,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1635,1635,1626,2183,2183,2507,SNF Supp.,431,Have a set schedule for bedtime and bath times,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1636,1636,1651,2208,2208,2532,SNF Supp.,431,Plan fun trips away from home,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1637,1637,1610,2167,2167,2491,SNF Supp.,431,Create a certain day each month to have a family sleepover with cousins,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1638,1638,1628,2185,2185,2509,SNF Supp.,431,Have more scheduled activities throughout the day for him,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1639,1639,1672,2229,2229,2553,SNF Supp.,431,Take him with me and have him be a helper,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1640,1640,1674,2231,2231,2555,SNF Supp.,431,Teach him how to do household chores and trust him to do them,chore,home,3.0,,,,,,,,,,,,,,,,,,,,
1641,1641,1645,2202,2202,2526,SNF Supp.,431,Meet friends who have kids his age that can attend groups together,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1642,1642,1668,2225,2225,2549,SNF Supp.,431,Searching out and attending activities in the community,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1643,1643,1650,2207,2207,2531,SNF Supp.,431,Plan fun activities and trips,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1644,1644,1659,2216,2216,2540,SNF Supp.,431,Save money to help with fundraisers or create ways to earn money to do so,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1645,1645,1627,2184,2184,2508,SNF Supp.,431,Have meals at similar times daily,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1646,1646,1638,2195,2195,2519,SNF Supp.,431,Looking at local magazines and online schedules of events,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1647,1647,1615,2172,2172,2496,SNF Supp.,431,Find and do more community activities,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1648,1648,1608,2165,2165,2489,SNF Supp.,431,Acquire games and ideas to use with kids,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1649,1649,1634,2191,2191,2515,SNF Supp.,431,Know my area and schedule to do activities when not working,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1650,1650,1621,2178,2178,2502,SNF Supp.,431,Getting to know and having a relationship with caregivers,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1651,1651,1622,2179,2179,2503,SNF Supp.,431,Give him more exposure to activities,neighborhood outings,community,1.0,,,,,,,,,,,,,,,,,,,,
1652,1652,1676,2233,2233,2557,SNF Supp.,431,Teach them how to do the daily tasks that needs to happen. ,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1653,1653,1656,2213,2213,2537,SNF Supp.,431,Save money to afford to put him in activities,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1654,1654,1620,2177,2177,2501,SNF Supp.,431,Finding local parks and activities my kids like,recreational,community,2.0,,,,,,,,,,,,,,,,,,,,
1655,1655,1671,2228,2228,2552,SNF Supp.,431,Sign him up for the library card and take him,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1656,1656,1670,2227,2227,2551,SNF Supp.,431,Sign him up for more classes,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1657,1657,1667,2224,2224,2548,SNF Supp.,431,Schedule work so I have more consistent time with boys,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1658,1658,1609,2166,2166,2490,SNF Supp.,431,Arrange work schedule to fit in more activities,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1659,1659,1635,2192,2192,2516,SNF Supp.,431,Know when activities are occuring,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1660,1660,1675,2232,2232,2556,SNF Supp.,431,Teach him how to do it and set certain times to do chores,chore,home,3.0,,,,,,,,,,,,,,,,,,,,
1661,1661,1652,2209,2209,2533,SNF Supp.,431,Prepare him for certain events like a hair cut or appointment,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1662,1662,1658,2215,2215,2539,SNF Supp.,431,Save money to do events,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1663,1663,1624,2181,2181,2505,SNF Supp.,431,Have a chore chart,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1664,1664,2286,2843,2843,3167,SNF Supp.,715,Gather info about events.,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1665,1665,2297,2854,2854,3178,SNF Supp.,715,Spend time each day working on the same game.,play,home,3.0,,,,,,,,,,,,,,,,,,,,
1666,1666,2274,2831,2831,3155,SNF Supp.,715,Attend cousin's baseball games.,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1667,1667,2282,2839,2839,3163,SNF Supp.,715,Enroll into preschool.,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1668,1668,2293,2850,2850,3174,SNF Supp.,715,Plan to attend.,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1669,1669,2285,2842,2842,3166,SNF Supp.,715,Find ways to distract from electronics and encourage play.,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1670,1670,2280,2837,2837,3161,SNF Supp.,715,Bring gear that is needed along. ,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1671,1671,2277,2834,2834,3158,SNF Supp.,715,Attend group activities for same age children.,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1672,1672,2299,2856,2856,3180,SNF Supp.,715,Talk to others about the events.,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1673,1673,2290,2847,2847,3171,SNF Supp.,715,Patience in letting him try it himself.,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1674,1674,2283,2840,2840,3164,SNF Supp.,715,Find a way hikes in the woods are possible.,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1675,1675,2273,2830,2830,3154,SNF Supp.,715,Attend church family fun nights.,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1676,1676,2289,2846,2846,3170,SNF Supp.,715,Let others know he is to try it himself.,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1677,1677,2296,2853,2853,3177,SNF Supp.,715,Sibling play helps social interaction.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1678,1678,2276,2833,2833,3157,SNF Supp.,715,Attend gatherings for social interaction.,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1679,1679,2295,2852,2852,3176,SNF Supp.,715,Set up ways to make it easier for him.,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1680,1680,2278,2835,2835,3159,SNF Supp.,715,Attend library programs.,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1681,1681,2281,2838,2838,3162,SNF Supp.,715,Encourage grandparents to take on overnights.,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1682,1682,2298,2855,2855,3179,SNF Supp.,715,Take the time to have him repeatedly try to get himself dressed each a.m.,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1683,1683,2272,2829,2829,3153,SNF Supp.,715,Allow him to help in the kitchen preparing meals.,home,home,1.0,,,,,,,,,,,,,,,,,,,,
1684,1684,2284,2841,2841,3165,SNF Supp.,715,Find something that he can bring for others to encourage social interaction.,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1685,1685,2291,2848,2848,3172,SNF Supp.,715,"Patience, letting him do it himself.",home,home,0.0,,,,,,,,,,,,,,,,,,,,
1686,1686,2287,2844,2844,3168,SNF Supp.,715,Invite children over for play.,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1687,1687,2301,2858,2858,3182,SNF Supp.,715,Tent in the backyard.,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1688,1688,2300,2857,2857,3181,SNF Supp.,715,Talk with him re: what to expect about school.,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1689,1689,2275,2832,2832,3156,SNF Supp.,715,Attend family dinners for cousin interaction.,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1690,1690,2292,2849,2849,3173,SNF Supp.,715,Plan gatherings at our place for same age children to attend.,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1691,1691,2294,2851,2851,3175,SNF Supp.,715,Purchase clothing that is easiest to put on.,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1692,1692,2288,2845,2845,3169,SNF Supp.,715,Let others know he is to do it himself.,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1693,1693,2155,2712,2712,3036,SNF Supp.,647,ask her for help with certain tasks,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1694,1694,2179,2736,2736,3060,SNF Supp.,647,spend time with friends who may also be involved,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1695,1695,2152,2709,2709,3033,SNF Supp.,647,adequate advertisement of activities,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1696,1696,2181,2738,2738,3062,SNF Supp.,647,Talk about and demonstrate gentle touches with siblings and animals,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1697,1697,2176,2733,2733,3057,SNF Supp.,647,"sing the ""clean up time"" song before and during picking up toys ",chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1698,1698,2170,2727,2727,3051,SNF Supp.,647,practicing sitting on the potty chair after a diaper change,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1699,1699,2158,2715,2715,3039,SNF Supp.,647,choosing a pretty dress to wear for the day,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1700,1700,2156,2713,2713,3037,SNF Supp.,647,choose activities geared towards kids,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1701,1701,2173,2730,2730,3054,SNF Supp.,647,reading books and singing songs before getting into bed for bedtime or naptime,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1702,1702,2182,2739,2739,3063,SNF Supp.,647,talk about the planned activity before it takes place,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1703,1703,2167,2724,2724,3048,SNF Supp.,647,offering help when getting dressed,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1704,1704,2180,2737,2737,3061,SNF Supp.,647,structured routine,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1705,1705,2166,2723,2723,3047,SNF Supp.,647,meet teachers and other adults involved before activity begins,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1706,1706,2163,2720,2720,3044,SNF Supp.,647,invite to participate in cooking and laundry chores,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1707,1707,2161,2718,2718,3042,SNF Supp.,647,good weather,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1708,1708,2162,2719,2719,3043,SNF Supp.,647,hand her wipes to clean hands and face or table,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1709,1709,2168,2725,2725,3049,SNF Supp.,647,outdoor play,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1710,1710,2160,2717,2717,3041,SNF Supp.,647,give lots of hugs,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1711,1711,2154,2711,2711,3035,SNF Supp.,647,adequate snacks and meals offered,daycare/preschool,daycare/preschool,1.0,,,,,,,,,,,,,,,,,,,,
1712,1712,2157,2714,2714,3038,SNF Supp.,647,"choose daytime activities, nothing past bedtime",community,community,0.0,,,,,,,,,,,,,,,,,,,,
1713,1713,2177,2734,2734,3058,SNF Supp.,647,sing the clean up song,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1714,1714,2172,2729,2729,3053,SNF Supp.,647,read books together,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1715,1715,2165,2722,2722,3046,SNF Supp.,647,make sure schedule is consistent and naps are routine,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1716,1716,2184,2741,2741,3065,SNF Supp.,647,using detangle spray to make hair brushing more comfortable,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1717,1717,2169,2726,2726,3050,SNF Supp.,647,plan for adequate amounts of outside play,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1718,1718,2174,2731,2731,3055,SNF Supp.,647,she has never really taken and organized activity before,group,community,4.0,,,,,,,,,,,,,,,,,,,,
1719,1719,2175,2732,2732,3056,SNF Supp.,647,sing songs together,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1720,1720,2153,2710,2710,3034,SNF Supp.,647,adequate nap time provieded,daycare/preschool,daycare/preschool,1.0,,,,,,,,,,,,,,,,,,,,
1721,1721,2164,2721,2721,3045,SNF Supp.,647,love and attention,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1722,1722,2183,2740,2740,3064,SNF Supp.,647,timing around naps and bedtime,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1723,1723,2159,2716,2716,3040,SNF Supp.,647,fun songs and activities planned,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1724,1724,2171,2728,2728,3052,SNF Supp.,647,provide proper nutrition such as adequate meals and snacks so no one has the opportunity to be hungry. ,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1725,1725,1556,2113,2113,2437,SNF Supp.,392,Understand how to do more on a tablet,play,home,3.0,,,,,,,,,,,,,,,,,,,,
1726,1726,1555,2112,2112,2436,SNF Supp.,392,Playgrounds like inspiration park that allow her to use her walker,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1727,1727,1557,2114,2114,2438,SNF Supp.,392,Understand the concept,chore,home,3.0,,,,,,,,,,,,,,,,,,,,
1728,1728,1549,2106,2106,2430,SNF Supp.,392,"Improved hand coordination and use for holding crayons, paint brushes, etc.",play,home,3.0,,,,,,,,,,,,,,,,,,,,
1729,1729,1548,2105,2105,2429,SNF Supp.,392,High chairs and diaper changing stations,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1730,1730,1554,2111,2111,2435,SNF Supp.,392,Places that make it easy for her to see the action f,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1731,1731,1546,2103,2103,2427,SNF Supp.,392,"Getting her interested in the activity, able to pay attention to it",community sponsored,community,2.0,,,,,,,,,,,,,,,,,,,,
1732,1732,1551,2108,2108,2432,SNF Supp.,392,Learn to help getting dressed,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1733,1733,1552,2109,2109,2433,SNF Supp.,392,Learn to help washing face and hands,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1734,1734,1553,2110,2110,2434,SNF Supp.,392,Places that accommodate strollers or her walker,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1735,1735,1558,2115,2115,2439,SNF Supp.,392,Unsure?,socializing,home,4.0,,,,,,,,,,,,,,,,,,,,
1736,1736,1547,2104,2104,2428,SNF Supp.,392,Help her get around to access toys,home,home,3.0,,,,,,,,,,,,,,,,,,,,
1737,1737,1550,2107,2107,2431,SNF Supp.,392,Learn to feed herself with spoon,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1738,1738,1724,2281,2281,2605,SNF Supp.,446,Giving lots of options to choose from,play,home,2.0,,,,,,,,,,,,,,,,,,,,
1739,1739,1721,2278,2278,2602,SNF Supp.,446,Finding friends that can match her energy level,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1740,1740,1738,2295,2295,2619,SNF Supp.,446,Use of fm system,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1741,1741,1726,2283,2283,2607,SNF Supp.,446,having fun activities,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1742,1742,1733,2290,2290,2614,SNF Supp.,446,Posting picture schedules of routines,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1743,1743,1718,2275,2275,2599,SNF Supp.,446,Direct face to face communication,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1744,1744,1734,2291,2291,2615,SNF Supp.,446,"Preparing ahead, letting know where going ",recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1745,1745,1720,2277,2277,2601,SNF Supp.,446,finding activities that are in line with interests,community,community,2.0,,,,,,,,,,,,,,,,,,,,
1746,1746,1730,2287,2287,2611,SNF Supp.,446,offering rewards,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1747,1747,1714,2271,2271,2595,SNF Supp.,446,Changing activities so not bored from same thing all the time,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1748,1748,1739,2296,2296,2620,SNF Supp.,446,Use of fm system so can hear from further distances,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1749,1749,1742,2299,2299,2623,SNF Supp.,446,Willingness to adopt strategies to assist with communication,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1750,1750,1713,2270,2270,2594,SNF Supp.,446,activities that are matched to childs interests,play,home,2.0,,,,,,,,,,,,,,,,,,,,
1751,1751,1731,2288,2288,2612,SNF Supp.,446,peers of similar age and with similar interests,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1752,1752,1725,2282,2282,2606,SNF Supp.,446,having activities games to keep occupied dduring travel,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1753,1753,1729,2286,2286,2610,SNF Supp.,446,making it a game,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1754,1754,1736,2293,2293,2617,SNF Supp.,446,singing songs,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1755,1755,1715,2272,2272,2596,SNF Supp.,446,Choosing activities geared to interests,recreational,community,2.0,,,,,,,,,,,,,,,,,,,,
1756,1756,1735,2292,2292,2616,SNF Supp.,446,show child how to participate and be involved in activities,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1757,1757,1719,2276,2276,2600,SNF Supp.,446,engage child in activities,home,home,1.0,,,,,,,,,,,,,,,,,,,,
1758,1758,1723,2280,2280,2604,SNF Supp.,446,Friends with hearing loss,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1759,1759,1727,2284,2284,2608,SNF Supp.,446,Knowledge about hearing loss from groups,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1760,1760,1740,2297,2297,2621,SNF Supp.,446,use of fm system to ensure hearing instructions,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1761,1761,1716,2273,2273,2597,SNF Supp.,446,choosing activities that have some physical active component,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1762,1762,1732,2289,2289,2613,SNF Supp.,446,Pictures of things to buy so she can shop,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1763,1763,1741,2298,2298,2622,SNF Supp.,446,using sign language to help explain activities,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1764,1764,1737,2294,2294,2618,SNF Supp.,446,"Singing songs, making fun",basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1765,1765,1722,2279,2279,2603,SNF Supp.,446,Finding jobs that suit their abilities,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1766,1766,1728,2285,2285,2609,SNF Supp.,446,Making chores fun,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1767,1767,1717,2274,2274,2598,SNF Supp.,446,"Choosing items to eat, helping to prepare or get food out of pantry fridge",basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1768,1768,521,885,885,1206,WC 3m,01-029,NOT IN DAYCARE,educational,daycare/preschool,4.0,,,,,,,,,,,,,,,,,,,,
1769,1769,90,113,113,200,WC Baseline ,01-029,Our adult-child ratio is typically 1:2 or at times 1:1. Typically well supported through events/activities,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1770,1770,639,1063,1063,1385,WC 6m,01-029,Would love more initiative shown in dressing and personal care,basic care routine,home,4.0,,,,,,,,,,,,,,,,,,,,
1771,1771,635,1050,1050,1372,WC 6m,01-029,Encourage to help tidy and put away prior to moving to another activity,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1772,1772,93,116,116,203,WC Baseline ,01-029,We attempt to get her to help gather supplies,home,home,1.0,,,,,,,,,,,,,,,,,,,,
1773,1773,638,1062,1062,1384,WC 6m,01-029,Would love her to be more involved in choosing healthy meals and snacks,basic care routine,home,4.0,,,,,,,,,,,,,,,,,,,,
1774,1774,92,115,115,202,WC Baseline ,01-029,Role modelling,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1775,1775,91,114,114,201,WC Baseline ,01-029,Positive encouragement,home,home,1.0,,,,,,,,,,,,,,,,,,,,
1776,1776,636,1051,1051,1373,WC 6m,01-029,Encourage to participate in a variety of different activities,play,home,1.0,,,,,,,,,,,,,,,,,,,,
1777,1777,634,1049,1049,1371,WC 6m,01-029,Encourage interest,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1778,1778,94,117,117,204,WC Baseline ,01-029,We offer choices in foods/ snacks- encourage her to choose from options,home,home,2.0,,,,,,,,,,,,,,,,,,,,
1779,1779,637,1052,1052,1374,WC 6m,01-029,Jennifer handles the changes well in the home,home,home,4.0,,,,,,,,,,,,,,,,,,,,
1780,1780,89,112,112,190,WC Baseline ,01-029,*House guests are difficult in our home. We foster medically fragile children so this doesn't happen a lot.,home,home,4.0,,,,,,,,,,,,,,,,,,,,
1781,1781,73,96,96,148,WC Baseline ,01-027,Ask therapists for activities that will stimulate and teach [name] brain.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1782,1782,591,955,955,1276,WC 3m,01-027,Try new things daily,basic care routine ,home,1.0,,,,,,,,,,,,,,,,,,,,
1783,1783,74,97,97,167,WC Baseline ,01-027,Try to hold the same routine.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1784,1784,510,731,731,961,WC 3m,01-027,More involvement will happen as he grows up,basic care routine ,home,4.0,,,,,,,,,,,,,,,,,,,,
1785,1785,75,98,98,168,WC Baseline ,01-027,Work together to reach new goals each week.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1786,1786,1070,1627,1627,1951,SNF Supp.,118, does better  in organized activities and play,community sponsored,community,4.0,,,,,,,,,,,,,,,,,,,,
1787,1787,1077,1634,1634,1958,SNF Supp.,118, his interest in the activity,chore,home,4.0,,,,,,,,,,,,,,,,,,,,
1788,1788,1085,1642,1642,1966,SNF Supp.,118, occurs in places he feels comfortable,recreational,community,4.0,,,,,,,,,,,,,,,,,,,,
1789,1789,1062,1619,1619,1943,SNF Supp.,118, a  plan,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1790,1790,1072,1629,1629,1953,SNF Supp.,118, follow through ,home,home,4.0,,,,,,,,,,,,,,,,,,,,
1791,1791,1094,1651,1651,1975,SNF Supp.,118, working together,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1792,1792,1078,1635,1635,1959,SNF Supp.,118, I'm at a  loss...,basic care routine,home,4.0,,,,,,,,,,,,,,,,,,,,
1793,1793,1071,1628,1628,1952,SNF Supp.,118, done his way and his speed,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1794,1794,1091,1648,1648,1972,SNF Supp.,118, talking through expectations before the event,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1795,1795,1086,1643,1643,1967,SNF Supp.,118, peers  participating -  tends to follow the group,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1796,1796,1095,1652,1652,1976,SNF Supp.,118,1  to 1  coach,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1797,1797,1093,1650,1650,1974,SNF Supp.,118," we  have a  lot of issues in this category,  so I'm not sure what to do to make it successful...",socializing,home,4.0,,,,,,,,,,,,,,,,,,,,
1798,1798,1067,1624,1624,1948,SNF Supp.,118, coaches/ teachers/ leaders  have an understanding of disability,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1799,1799,1068,1625,1625,1949,SNF Supp.,118, comfort level with guests,social ,home,1.0,,,,,,,,,,,,,,,,,,,,
1800,1800,1083,1640,1640,1964,SNF Supp.,118, interest in activity -  loves  to read and listen to music... prefers not to do ' messy'  crafts,play,home,2.0,,,,,,,,,,,,,,,,,,,,
1801,1801,1090,1647,1647,1971,SNF Supp.,118, structured environment,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1802,1802,1088,1645,1645,1969,SNF Supp.,118, structure,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1803,1803,1084,1641,1641,1965,SNF Supp.,118, lots of one to one attention,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1804,1804,1065,1622,1622,1946,SNF Supp.,118, clear expectations,home,home,2.0,,,,,,,,,,,,,,,,,,,,
1805,1805,1092,1649,1649,1973,SNF Supp.,118, talking through the activity on the way to it,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1806,1806,1097,1654,1654,1978,SNF Supp.,118,talking about the social situation before and discussing rules before the activity begins.,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1807,1807,1082,1639,1639,1963,SNF Supp.,118, interest in activity,chore,home,4.0,,,,,,,,,,,,,,,,,,,,
1808,1808,1075,1632,1632,1956,SNF Supp.,118, him having a say in how this activity occurs,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1809,1809,1087,1644,1644,1968,SNF Supp.,118, reminders and assistance,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1810,1810,1079,1636,1636,1960,SNF Supp.,118, incentives  and  rewards,home,home,2.0,,,,,,,,,,,,,,,,,,,,
1811,1811,1096,1653,1653,1977,SNF Supp.,118,lots of reminders,basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
1812,1812,1076,1633,1633,1957,SNF Supp.,118, his general mood,chore,home,4.0,,,,,,,,,,,,,,,,,,,,
1813,1813,1074,1631,1631,1955,SNF Supp.,118," he gets a lot of choices and gets to feel in control, which helps",home,home,2.0,,,,,,,,,,,,,,,,,,,,
1814,1814,1063,1620,1620,1944,SNF Supp.,118, adaptive activities,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1815,1815,1069,1626,1626,1950,SNF Supp.,118, comfort level with the group and facility ,classes and groups,community,1.0,,,,,,,,,,,,,,,,,,,,
1816,1816,1080,1637,1637,1961,SNF Supp.,118, interest,group,community,4.0,,,,,,,,,,,,,,,,,,,,
1817,1817,1061,1618,1618,1942,SNF Supp.,118, 1  to 1,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1818,1818,1064,1621,1621,1945,SNF Supp.,118, assistance,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1819,1819,1073,1630,1630,1954,SNF Supp.,118, have patience,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1820,1820,2199,2756,2756,3080,SNF Supp.,664,Engage in play.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1821,1821,2202,2759,2759,3083,SNF Supp.,664,Mealtimes at the same time. ,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1822,1822,2201,2758,2758,3082,SNF Supp.,664,Have structure and routine. ,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1823,1823,2198,2755,2755,3079,SNF Supp.,664,A variety of cultural experiences. ,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1824,1824,2203,2760,2760,3084,SNF Supp.,664,Parental willingness to try just about anything. ,community,community,0.0,,,,,,,,,,,,,,,,,,,,
