,Unnamed: 0,ID,Entries,Forum,Forum size (# of posts),Age of Child,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,label,strategy
2034,2034,3166,as this is something we feel strongly about).,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as this is something we feel strongly about).
2035,2035,3166,She also doesn't speak to any adults ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,She also doesn't speak to any adults 
2036,2036,3166,other than me and my husband. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,other than me and my husband. 
2037,2037,3166,She talks with her siblings and other children fine.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,She talks with her siblings and other children fine.
2038,2038,3166, I have already been into school ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, I have already been into school 
2039,2039,3166,about the problems we have with her at home ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,about the problems we have with her at home 
2040,2040,3166,she is totally aware of what we are going through.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,she is totally aware of what we are going through.
2041,2041,3166,In her first year in school she did fine academically ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,In her first year in school she did fine academically 
2042,2042,3166,but without her speaking ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,but without her speaking 
2043,2043,3166,"(the occasional time she would do some reading or answer a question,",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"(the occasional time she would do some reading or answer a question,"
2044,2044,3166, but on the whole she wouldn't speak) ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, but on the whole she wouldn't speak) 
2045,2045,3166,the teachers found it hard ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,the teachers found it hard 
2046,2046,3166,to be able to assess her. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,to be able to assess her. 
2047,2047,3166,This was the same problem they had ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,This was the same problem they had 
2048,2048,3166,when it came to assessments in playgroup.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,when it came to assessments in playgroup.
2049,2049,3166,Toileting is also a problem ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Toileting is also a problem 
2050,2050,3166,we have had with her. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,we have had with her. 
2051,2051,3166,She wasn't out of nappies fully in the day ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,She wasn't out of nappies fully in the day 
2052,2052,3166,until she was 4 ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,until she was 4 
2053,2053,3166,as she would prefer to sit in a wet or soiled nappy ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as she would prefer to sit in a wet or soiled nappy 
2054,2054,3166,than go to the toilet. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,than go to the toilet. 
2055,2055,3166,"She uses the toilet now, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"She uses the toilet now, "
2056,2056,3166,however she won't ask to go to the toilet in school ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,however she won't ask to go to the toilet in school 
2057,2057,3166,and if isn't taken then accidents still happen. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and if isn't taken then accidents still happen. 
2058,2058,3166,as she is still wet at night ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as she is still wet at night 
2059,2059,3166,and when she gets up the majority of the time,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and when she gets up the majority of the time
2060,2060,3166, she will just stay in her wet nappy.,,,5,,,,,,,,,,,,,,,,,,,,,,,4, she will just stay in her wet nappy.
2061,2061,3166,"as that is when she seems to go,",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"as that is when she seems to go,"
2062,2062,3166, but without us doing this ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, but without us doing this 
2063,2063,3166,chances are she would wait ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,chances are she would wait 
2064,2064,3166,till she had a nappy on and would go in that.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,till she had a nappy on and would go in that.
2065,2065,3166,Every morning we are late for school ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Every morning we are late for school 
2066,2066,3166,as she will not just get dressed ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as she will not just get dressed 
2067,2067,3166,and will just sit messing around ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and will just sit messing around 
2068,2068,3166,whilst the others get on and get ready. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,whilst the others get on and get ready. 
2069,2069,3166,She won't tell you what she wants half the time ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,She won't tell you what she wants half the time 
2070,2070,3166,while she makes stupid noises,,,5,,,,,,,,,,,,,,,,,,,,,,,4,while she makes stupid noises
2071,2071,3166, and you have to work out what it is she wants. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, and you have to work out what it is she wants. 
2072,2072,3166,"Let me just stress, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"Let me just stress, "
2073,2073,3166,her speech is perfect ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,her speech is perfect 
2074,2074,3166,and she was an early talker.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and she was an early talker.
2075,2075,3166,If we don't guess what it is she  wants,,,5,,,,,,,,,,,,,,,,,,,,,,,4,If we don't guess what it is she  wants
2076,2076,3166, then she will scream and kick ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, then she will scream and kick 
2077,2077,3166,and tantrum just like a toddler would.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and tantrum just like a toddler would.
2078,2078,3166,She is also very particular ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,She is also very particular 
2079,2079,3166,"on the way things are done, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"on the way things are done, "
2080,2080,3166,like the way she says goodnight to me. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,like the way she says goodnight to me. 
2081,2081,3166,"It has to be a kiss, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"It has to be a kiss, "
2082,2082,3166,"followed by one cheek to my cheek then the other,",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"followed by one cheek to my cheek then the other,"
2083,2083,3166, then a hug ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, then a hug 
2084,2084,3166,then some sort of fist pump thing ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,then some sort of fist pump thing 
2085,2085,3166,she has created. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,she has created. 
2086,2086,3166,If this isn't done in the right way ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,If this isn't done in the right way 
2087,2087,3166,a tantrum then follows.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,a tantrum then follows.
2088,2088,3166,Once ready for bed ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Once ready for bed 
2089,2089,3166,most nights she keeps coming down the stairs ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,most nights she keeps coming down the stairs 
2090,2090,3166,making up excuses ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,making up excuses 
2091,2091,3166,as to why she can't go to bed. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as to why she can't go to bed. 
2092,2092,3166,Most of the time saying she wants a drink. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Most of the time saying she wants a drink. 
2093,2093,3166,This usually means a tantrum ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,This usually means a tantrum 
2094,2094,3166,as she will complain,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as she will complain
2095,2095,3166,that there isn't the right amount of water in the cup.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,that there isn't the right amount of water in the cup.
2096,2096,3166,She is very disruptive in the house ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,She is very disruptive in the house 
2097,2097,3166,and this means her sister is left upset most nights.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and this means her sister is left upset most nights.
2098,2098,3166," she will just talk at us as, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4," she will just talk at us as, "
2099,2099,3166,usually about something random ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,usually about something random 
2100,2100,3166,as though we are not even speaking to her. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as though we are not even speaking to her. 
2101,2101,3166,Neither of things are helpful things to hear ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Neither of things are helpful things to hear 
2102,2102,3166,as the first doesn't work ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as the first doesn't work 
2103,2103,3166,and the second is allowing her to rule the roost.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and the second is allowing her to rule the roost.
2104,2104,3166,If she doesn't want to do something ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,If she doesn't want to do something 
2105,2105,3166,she just won't. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,she just won't. 
2106,2106,3166,Quite often she will cut her nose off ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Quite often she will cut her nose off 
2107,2107,3166,to spite her face ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,to spite her face 
2108,2108,3166,and miss out on treats through her own choice.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and miss out on treats through her own choice.
2109,2109,3166,The other two children ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,The other two children 
2110,2110,3166,have so many late marks ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,have so many late marks 
2111,2111,3166,"due to her making us late in the mornings, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"due to her making us late in the mornings, "
2112,2112,3166,she didn't get that many as last year ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,she didn't get that many as last year 
2113,2113,3166,later than the others,,,5,,,,,,,,,,,,,,,,,,,,,,,4,later than the others
2114,2114,3166, so she seemed on time ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, so she seemed on time 
2115,2115,3166,when looking at the register.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,when looking at the register.
2116,2116,3166,The school haven't been much help ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,The school haven't been much help 
2117,2117,3166,as all they seemed focused on ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as all they seemed focused on 
2118,2118,3166,was the bed wetting ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,was the bed wetting 
2119,2119,3166,The bedwetting is not something we are that concerned about ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,The bedwetting is not something we are that concerned about 
2120,2120,3166,as she is only 5.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as she is only 5.
2121,2121,3166,She is a very bright child ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,She is a very bright child 
2122,2122,3166,"and can read, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"and can read, "
2123,2123,3166,write and draw absolutely fine. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,write and draw absolutely fine. 
2124,2124,3166,We have no issues ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,We have no issues 
2125,2125,3166,with her academic levels.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,with her academic levels.
2126,2126,3166,When her little brother was born ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,When her little brother was born 
2127,2127,3166,"she was absolutely fine with him, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"she was absolutely fine with him, "
2128,2128,3166,we were worried ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,we were worried 
2129,2129,3166,that she would feel pushed out. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,that she would feel pushed out. 
2130,2130,3166,But as he got older ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,But as he got older 
2131,2131,3166,we started to think ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,we started to think 
2132,2132,3166,that she feels jealous of him. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,that she feels jealous of him. 
2133,2133,3166,maybe she is still stuck at the same age ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,maybe she is still stuck at the same age 
2134,2134,3166,that she was when her brother was born.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,that she was when her brother was born.
2135,2135,3166,I don't know what to do ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I don't know what to do 
2136,2136,3166,as the fact that she doesn't have these tantrums at school ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as the fact that she doesn't have these tantrums at school 
2137,2137,3166,shows to me that she has some control over them. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,shows to me that she has some control over them. 
2138,2138,3166,Though at home ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Though at home 
2139,2139,3166,she seems to completely lose it ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,she seems to completely lose it 
2140,2140,3166,as though she doesn't.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as though she doesn't.
2141,2141,3166,Before her brother was born,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Before her brother was born
2142,2142,3166,she was very much my baby ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,she was very much my baby 
2143,2143,3166,as baby no.4 wasn't planned ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as baby no.4 wasn't planned 
2144,2144,3166,(Neither was she to be honest :-/),,,5,,,,,,,,,,,,,,,,,,,,,,,4,(Neither was she to be honest :-/)
2145,2145,3166, and although she was very strong willed,,,5,,,,,,,,,,,,,,,,,,,,,,,4, and although she was very strong willed
2146,2146,3166," and would tantrum badly,",,,5,,,,,,,,,,,,,,,,,,,,,,,4," and would tantrum badly,"
2147,2147,3166, her behaviour wasn't causing us concern.,,,5,,,,,,,,,,,,,,,,,,,,,,,4, her behaviour wasn't causing us concern.
2148,2148,3166,We are at the end of our tether ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,We are at the end of our tether 
2149,2149,3166,"from anyone who has been through a similar situation, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"from anyone who has been through a similar situation, "
2150,2150,3166,or has any knowledge on this.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,or has any knowledge on this.
2151,2151,3167,I really feel for the both of you.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I really feel for the both of you.
2152,2152,3167,surrounding bedtime and behaviour ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,surrounding bedtime and behaviour 
2153,2153,3167,"and if neccessary, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"and if neccessary, "
2154,2154,3167,so there is no 'it's your fault'. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,so there is no 'it's your fault'. 
2155,2155,3167,Ths will proably not resolve all the issues ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Ths will proably not resolve all the issues 
2156,2156,3167,but it would certainly be a start. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,but it would certainly be a start. 
2157,2157,3168,Only just seen your post ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Only just seen your post 
2158,2158,3168,"when patient.info sent a forums summary, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"when patient.info sent a forums summary, "
2159,2159,3168,so apologies for the late reply; ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,so apologies for the late reply; 
2160,2160,3168,I'm quite surprised ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I'm quite surprised 
2161,2161,3168,her school hasn't referred her,,,5,,,,,,,,,,,,,,,,,,,,,,,4,her school hasn't referred her
2162,2162,3168, to an educational psychologist ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, to an educational psychologist 
2163,2163,3168,as although you say she doesn't have tantrums in school ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as although you say she doesn't have tantrums in school 
2164,2164,3168,"and is academically OK, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"and is academically OK, "
2165,2165,3168,the non-speaking and toiletting issues ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,the non-speaking and toiletting issues 
2166,2166,3168,would certainly have raised flags with me ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,would certainly have raised flags with me 
2167,2167,3168,Some of the behaviours you describe ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Some of the behaviours you describe 
2168,2168,3168,"are far outside of 'being naughty' or 'attention-seeking', ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"are far outside of 'being naughty' or 'attention-seeking', "
2169,2169,3168,and I feel you would benefit ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and I feel you would benefit 
2170,2170,3168,Warning: psych. appointments tend to be like gold dust,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Warning: psych. appointments tend to be like gold dust
2171,2171,3169,Sorry I have only just been sent this email too ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Sorry I have only just been sent this email too 
2172,2172,3169,hope you have now found some help. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,hope you have now found some help. 
2173,2173,3169, Your daughter sounds as though she might be on the autistic spectrum.  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, Your daughter sounds as though she might be on the autistic spectrum.  
2174,2174,3169,"Even if she doesnt have tantrums at school,",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"Even if she doesnt have tantrums at school,"
2175,2175,3169,especially if she doesnt have academic problems. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,especially if she doesnt have academic problems. 
2176,2176,3169, It could all be psychological ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, It could all be psychological 
2177,2177,3169,but either way I would think ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,but either way I would think 
2178,2178,3169,you need some professional help.  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,you need some professional help.  
2179,2179,3169,how she is during the school day ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,how she is during the school day 
2180,2180,3169,and whether they feel they need to assess her.  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and whether they feel they need to assess her.  
2181,2181,3169,Does she have eye contact with people?? ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Does she have eye contact with people?? 
2182,2182,3169,Children with autism ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Children with autism 
2183,2183,3169,"are often able to speak well, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"are often able to speak well, "
2184,2184,3169,"but will only speak with very few people, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"but will only speak with very few people, "
2185,2185,3169,they are also often very intelligent in certain areas. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,they are also often very intelligent in certain areas. 
2186,2186,3169,I am not an expert,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I am not an expert
2187,2187,3169, and it could be she just needs the 'supernanny' regime ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, and it could be she just needs the 'supernanny' regime 
2188,2188,3169,"(although it sounds as though you have tried that),",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"(although it sounds as though you have tried that),"
2189,2189,3169,I know it can be frightening or difficult ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I know it can be frightening or difficult 
2190,2190,3169,"to accept if your child has a problem, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"to accept if your child has a problem, "
2191,2191,3169,but if it is something they can diagnose ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,but if it is something they can diagnose 
2192,2192,3169,it is much easier for the family ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,it is much easier for the family 
2193,2193,3169,and you are less likely to get upset with her.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and you are less likely to get upset with her.
2194,2194,3170,It sounds to me ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,It sounds to me 
2195,2195,3170,"as is she may have Autism, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"as is she may have Autism, "
2196,2196,3170,and perhaps Pathological Demand Avoidance. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and perhaps Pathological Demand Avoidance. 
2197,2197,3170,to see if if rings any bells for you. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,to see if if rings any bells for you. 
2198,2198,3170,If any of the behaviours associated with these Autism Spectrum Conditions ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,If any of the behaviours associated with these Autism Spectrum Conditions 
2199,2199,3170,"are what you recognise with your daughter, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"are what you recognise with your daughter, "
2200,2200,3170,Best of luck.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Best of luck.
2201,2201,3171,Hi As a mum of 5 ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Hi As a mum of 5 
2202,2202,3171,I just want to say ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I just want to say 
2203,2203,3171,that I think you should wait a bit longer ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,that I think you should wait a bit longer 
2204,2204,3171,Your daughter is after all only five ! ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Your daughter is after all only five ! 
2205,2205,3171,Also she could be behaving like this for attention. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Also she could be behaving like this for attention. 
2206,2206,3171,Doctors are very quick to label ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Doctors are very quick to label 
2207,2207,3171,and drug children nowadays  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and drug children nowadays  
2208,2208,3171,and usually the child will simply grow out of their behaviour ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and usually the child will simply grow out of their behaviour 
2209,2209,3171,as they mature. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as they mature. 
2210,2210,3171,I know its hard work ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I know its hard work 
2211,2211,3171,with a big family .,,,5,,,,,,,,,,,,,,,,,,,,,,,4,with a big family .
2212,2212,3171,Shes probably acting like a baby ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Shes probably acting like a baby 
2213,2213,3171,to get attention ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,to get attention 
2214,2214,3171,because youve had another baby.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,because youve had another baby.
2215,2215,3171, This does happen with kids. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, This does happen with kids. 
2216,2216,3171,I wish you luck. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I wish you luck. 
2217,2217,3171,youll be glad you had a big family,,,5,,,,,,,,,,,,,,,,,,,,,,,4,youll be glad you had a big family
2218,2218,3172,"Both of my grandchildren are ""strong willed"" yet adorable.  ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"Both of my grandchildren are ""strong willed"" yet adorable.  "
2219,2219,3172,and has amazing parenting skills!  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and has amazing parenting skills!  
2220,2220,3172,"However, her 5 year old girl ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"However, her 5 year old girl "
2221,2221,3172,is prone to hysterical outbursts: ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,is prone to hysterical outbursts: 
2222,2222,3172,"she screams, hits and bites.  ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"she screams, hits and bites.  "
2223,2223,3172,Recently she nearly got suspended,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Recently she nearly got suspended
2224,2224,3172, from the school bus!,,,5,,,,,,,,,,,,,,,,,,,,,,,4, from the school bus!
2225,2225,3172,Her pre-kindergarten tests ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Her pre-kindergarten tests 
2226,2226,3172,showed a high IQ ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,showed a high IQ 
2227,2227,3172,but she has a marked delay ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,but she has a marked delay 
2228,2228,3172, in processing what is said to her.  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, in processing what is said to her.  
2229,2229,3172,As a pediatric nurse ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,As a pediatric nurse 
2230,2230,3172,who has worked in the school system ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,who has worked in the school system 
2231,2231,3172,I can say without a doubt ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I can say without a doubt 
2232,2232,3172,that the combination of a bright intellect ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,that the combination of a bright intellect 
2233,2233,3172,and her delay in comprehension ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and her delay in comprehension 
2234,2234,3172,leave her very frustrated.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,leave her very frustrated.
2235,2235,3172,Her father is in the Air Force ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Her father is in the Air Force 
2236,2236,3172,and the family is stationed in Italy ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and the family is stationed in Italy 
2237,2237,3172,and prior to that in Japan ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and prior to that in Japan 
2238,2238,3172,where [name] was born.  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,where [name] was born.  
2239,2239,3172,Change is difficult for her.  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Change is difficult for her.  
2240,2240,3172,during Christmas 2013.  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,during Christmas 2013.  
2241,2241,3172,The poor little girl ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,The poor little girl 
2242,2242,3172,totally rejected her Nana and Grandpa ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,totally rejected her Nana and Grandpa 
2243,2243,3172,as if we were invading aliens.  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,as if we were invading aliens.  
2244,2244,3172,One morning I walked into their kitchen ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,One morning I walked into their kitchen 
2245,2245,3172,and when she saw me ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and when she saw me 
2246,2246,3172,(mind you I was just standing in the doorway) ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,(mind you I was just standing in the doorway) 
2247,2247,3172,"she started screaming,",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"she started screaming,"
2248,2248,3172,"""AHHH! She's trying to kiss me!  AHHH! She's trying to hug me!"" ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"""AHHH! She's trying to kiss me!  AHHH! She's trying to hug me!"" "
2249,2249,3172,I tried not to burst out laughing.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I tried not to burst out laughing.
2250,2250,3172,Long story short ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Long story short 
2251,2251,3173,I do wonder about the possibility ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I do wonder about the possibility 
2252,2252,3173,Auditory Processing Disorder (APD). ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Auditory Processing Disorder (APD). 
2253,2253,3173,"Diagnosis of this, in the UK, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"Diagnosis of this, in the UK, "
2254,2254,3173,comes through audiologists.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,comes through audiologists.
2255,2255,3173, I have no idea ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, I have no idea 
2256,2256,3173,"what the procedure would be in Italy, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"what the procedure would be in Italy, "
2257,2257,3173,"and from your post, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"and from your post, "
