Dataset,ID,strategy ,broad activity ,setting ,rating,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Encourage finishing tasks to learn a sense of accomplishment ,play,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Encourage participation in activities with guests,social ,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Establish hygiene routines at structured times daily. (before and after meals),basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Exposé to variety of activities to build interests and skills,play,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Finding less formal play opportunities,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Focus therapy on toileting development ,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,How to support treatment regimans,home,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Learn to complete whole tasks,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,More chances to practice skills,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,More financial supports/subsidy,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,More knowledge in asd,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,More knowledge on program options that are flexible developmentally,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,More planning of family schedule,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,More understanding of child's needs,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Obtain respite to help provide breaks/recharge,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,One on one activities that are developmentally suitable,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,"Opt in programming bases on child's interests, not the leaders interests",educational activity,daycare/preschool,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Personal support worker support ,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Practice self feeding at all meals with greater part interaction and encouragement ,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Program modifications,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Provide greater opportunity for social play,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Provide helping opportunities to assist siblings in completing tasks,chore,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Provide me cooking opportunities ,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Provide moreunstructed play,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Provide new activities to gain a broader interest ,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Provide opportunity to test motivation to participate ,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Quicker dining to maximise attention span,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,"Remove ""screens"" during indoor play to maximise attention",play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Shorter more frequent trips,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Smaller shopping trips,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Structure toy time with associated clean up time before moving onto next activity ,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,583,Understanding when he did a good job,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,623,He is emotionally involved but can't control his arms or legs or body.  He knows routines and what comes next but is unable to physically help or do.,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,623,He responds to people and voices so we do mostly songs and stories to engage him and get him to interact,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,623,Same problem as last question,chore,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,634,Be aware of the activities the public offers.,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,634,Being close to the activities so it doesn't cost us much in gas.,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,634,Brushing his own teeth well enough for me to not have to intervene.,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,634,Have healthy children so that we can participate.,community,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,634,Help his younger brother pick up his toys.,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,634,Put dishes away more often after a meal.,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,634,Putting his dishes within reach so he can get his own drink.,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,634,To dry himself off after bath time.,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,634,To wash his own body during bath time.,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,634,We lead them in these activities. We're very hands on.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,634,"We set the tone for a loving, kind, encouraging atmosphere.",home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,634,We teach them and speak to them lovingly.,home,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,adequate advertisement of activities,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,adequate nap time provieded,daycare/preschool,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,adequate snacks and meals offered,daycare/preschool,daycare/preschool,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,ask her for help with certain tasks,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,choose activities geared towards kids,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,"choose daytime activities, nothing past bedtime",community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,choosing a pretty dress to wear for the day,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,fun songs and activities planned,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,give lots of hugs,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,good weather,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,hand her wipes to clean hands and face or table,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,invite to participate in cooking and laundry chores,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,love and attention,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,make sure schedule is consistent and naps are routine,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,meet teachers and other adults involved before activity begins,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,offering help when getting dressed,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,outdoor play,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,plan for adequate amounts of outside play,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,practicing sitting on the potty chair after a diaper change,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,provide proper nutrition such as adequate meals and snacks so no one has the opportunity to be hungry. ,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,read books together,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,reading books and singing songs before getting into bed for bedtime or naptime,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,she has never really taken and organized activity before,group,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,sing songs together,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,"sing the ""clean up time"" song before and during picking up toys ",chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,sing the clean up song,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,singing songs,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,spend time with friends who may also be involved,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,structured routine,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,Talk about and demonstrate gentle touches with siblings and animals,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,talk about the planned activity before it takes place,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,timing around naps and bedtime,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,647,using detangle spray to make hair brushing more comfortable,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,651,A happy and engaging Teacher.,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,651,Big sister can let him talk sometimes.,home,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,651,Big sister can stop taking toys and starting fights.,home,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,651,Family outings.,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,651,Free library.,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,651,Free public parks.,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,651,Give him age appropriate chores during mealtime.,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,651,"Having open opportunities for play and learning, but not pushing to do an activity or overstructuring.",daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,651,"Having toys he is interested in (cars, and only cars).",daycare/preschool,daycare/preschool,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,651,I could ask him to help instead of just doing it.,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,651,Mom and Dad can play with him and talk to him as we play.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,651,"Really, I just need to ask him to help. He's more than willing if I just remember to ask.",chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,664,A variety of community activities.,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,664,A variety of cultural experiences. ,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,664,Engage in play.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,664,Feeding utensils appropriate to size of child.,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,664,Have structure and routine. ,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,664,Mealtimes at the same time. ,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,664,Parental willingness to try just about anything. ,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,664,Reinforce activities and therapies from services and sources given outside the home.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,664,Shared meals. ,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Climbs up on the counter to brush his teeth. Realizes this a a normal everday routine before school. ,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Divide and explain the responsibility of helping each other out in daily household chores. ,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Enjoys going out on neighborhood outings. ,outing ,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,"Enjoys putting the laundry into the washer, especially being able to toss in the soap. Thinks of this activity as a game. ",chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Goes to preschool currently so he knows what it is like to interact with his peers. ,group,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Interaction with peers. ,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Is able to actively participate in many of the activities that we do which helps gauge his interest. ,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Likes to read. Knows many of the books that we read on a daily basis. Will take turns reading the same books. ,play,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Listens and follows orders most of the time. ,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Loves to use his imagination and play with his toys and cars ,play,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Organized settings. ,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Processes what he sees on television (i.e. such as a cartoon character being eaten by a shark). ,play,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,"Providing support, but also being firm in the things that he must do on his own. ",home,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Read together. ,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Realizes when he has to get ready because we are going somewhere. Will generally follow through on completing the task at hand. ,basic care routine,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Takes him away from the daily routine of being home aside from going to preschool. ,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,The activities he learns at preschool and at home that are applied at preschool. ,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,The structure and the consistency of going to preschool. ,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,"The teachers and staff make the children feel welcome, a great reason why the kids like going to school. ",educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Understands that he is a big boy now and that going to school for a couple of hours a week will help him in being able to play with other children. ,educational activity,daycare/preschool,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Understands that he should not hit other children. ,educational activity,daycare/preschool,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,"Understands that in order to interact with his peers he must ""be nice."" ",classes and groups,community,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Understands to a great extent what I am telling him to do. ,basic care routine,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,684,Understands when I tell him to pick up his toys from the living room because I am going to sweep the floor. ,chore,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,A reward for completing tasks.,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,Do things together.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,Explaining in detail what we will be doing before hand.,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,Explaining what will be expected of him before actually arriving.,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,Finding family friendly safe events to participate in.,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,Having a reward system.,home,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,Having a understanding instructor.,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,Having another adult with us to help out.,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,Having another child with us.,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,Having his leap pad or a tablet with us.,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,Having other children who understand his condition in the group.,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,If he is given verbal praise when he accomplishes a task.,basic care routine,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,If i explain what we are doing and why we are doing it.,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,"If i let him make his own choices, what toothpaste to use, what shirt he would like to wear, etc.",basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,If i make it into a game so he thinks it is fun.,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,Make a routine.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,Setting a time amount and showing him where we are going and for about how long.,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,686,Verbal praise.,chore,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,a tablet that can just be hers,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,Bring her to places to cut hair that work on kids and even have special days for special needs kids that need less noise and accommodations ,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,Bringing Tablets for her to play with during any outside of the house activity,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,Bringing toys to play with to the beach helped,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,Getting her signed up for waivers because I can not afford the Therapy's she needs,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,Getting one on one instruction in organized physical activity also getting a teacher who knows about autism and her needs,classes and groups,community,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,Getting puzzles of characters she likes ,play,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,Having an extra hand ,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,Having written notice from my doctors that she can return to school even when school policy says no,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,I have an aid for her at church so hopefully she still can here the messages play the games and be in the same room as other kids,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,Keep challenging her with Classes and Lesson example art she has lots of sensory issues and putting different textures in front of her I see little imporvments,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,My Daughter reacts well to M&ms and if she takes a bit she can get a treat or using her words she gets a treat,basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,She does a better job washing hands and using the toilet when someone there is watching her. I feel she knows not washing hands or not wiping is wrong but it doesn't click unless someone is watching her maybe she is bored.,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,She enjoys interactions with adults ,daycare/preschool,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,"she loves Blue clues, bubble guppies and sponge bob to name a few having them available with pictures so she can have a voice ",play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,She loves Petting zoos she connects with animals on a different level but the movie theater most often is a disaster. So we try to do what she likes to do,community sponsored,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,"She loves playgrounds, she doesn't like leaving so we give warnings ",recreational,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,"She picks up toys when we do hand over hand, until she understands what we are asking her to do",chore,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,She requires more of my time than my other 2 in actives so making sure the other siblings get time as well,home,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,The school I feel knows more about my child's understanding then I do I am so grateful for the program and ask many questions,educational,daycare/preschool,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,To keep trying inviting over friends even though she doesn't want anything to do with them.,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,Try try again with friends,educational activity,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,Warn people who don't know my daughter of her needs and what to expect. Encourage them not to act any different and to still speak to her and try to engage her,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,712,we have headphones but one noise is all it takes like a cough so not going out when a sibling has a cough,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Allow him to help in the kitchen preparing meals.,home,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Attend church family fun nights.,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Attend cousin's baseball games.,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Attend family dinners for cousin interaction.,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Attend gatherings for social interaction.,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Attend group activities for same age children.,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Attend library programs.,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Attend library programs.,community sponsored,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Bring gear that is needed along. ,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Encourage grandparents to take on overnights.,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Enroll into preschool.,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Find a way hikes in the woods are possible.,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Find something that he can bring for others to encourage social interaction.,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Find ways to distract from electronics and encourage play.,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Gather info about events.,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Invite children over for play.,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Let others know he is to do it himself.,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Let others know he is to try it himself.,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Patience in letting him try it himself.,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,"Patience, letting him do it himself.",home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Plan gatherings at our place for same age children to attend.,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Plan to attend.,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Purchase clothing that is easiest to put on.,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Set up ways to make it easier for him.,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Sibling play helps social interaction.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Spend time each day working on the same game.,play,home,3,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Take the time to have him repeatedly try to get himself dressed each a.m.,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Talk to others about the events.,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Talk with him re: what to expect about school.,classes and groups,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,715,Tent in the backyard.,recreational,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,"Close supervision allows more craft projects, but not realistic time-wise.",play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Close supervision when helping make food.,chore,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Explain what we're doing next.,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Fewer hours in therapy,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Grandparents play with him and talk to him.,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Have to come up with new and better reinforcers.,basic care routine,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,He needs help staying occupied.,neighborhood outings,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,He needs to be without his older brother. One on one with adult is best.,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Money and time would allow him to do activities.  Therapy for himself and his brother prevents us from doing activities and me from working.,classes and groups,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Money to pay for programs,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,"Most play has to be modeled, and we are busy with meal prep, etc.",play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Need money to do them.,classes and groups,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Need more time in day aside from therapy.,classes and groups,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Needs close supervision.,chore,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Needs one on one parent to engage him.,community sponsored,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Needs reinforcer.,chore,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Not do chores.,home,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Not sure how to get him to engage more socially.,community sponsored,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Offer reinforcers,home,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Offering a dance party when all the toys are picked up.,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,One on one direction from an adult,community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Overnight at a friends house was stressful. Needed more structure.,recreational,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Reinforcers,community,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Requires one on one supervision.,play,home,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,"Schedule board with visual images of the steps required to go to bed: toilet, sink, book, bed.",basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Setting up an activity for the children to do together (run races).,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,"Singing during dressing, brushing teeth, etc.",basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Try to go to restaurants that serve quickly so he doesn't melt down,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,We have little time and money for outings.,community sponsored,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,We need money to travel.,recreational,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,We need more time and cooler weather to do the park.,recreational,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,We need time apart from therapies to go to the park.,recreational,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,"While not our preference, some tv time is necessary for parental  sanity.",play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,Wish our children's health didn't require so many doctor appointments. Try to schedule them when he isn't too tired.,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,733,"Wish we had more free time for fun outings, but can't with all the therapy.",neighborhood outings,community,4,,,,,,,,,,,,,,,,,,,,
SNF Supp.,751,"Advice from others, professionals or parents, to help support her social interaction",community,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,751,Apps that are her level and that engage her.,play,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,751,Be in contact with the teachers about what we can do to help them,daycare/preschool,daycare/preschool,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,751,"Bringing the iPad, so she isn't restless when waiting for food or appts",neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,751,Bringing things to do with us so she will stay where she is supposed to be,neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,751,choosing events that she would like some aspect of (ie: dancing at the Farmer's Market),community sponsored,community,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,751,Encourage her with praise,home,home,1,,,,,,,,,,,,,,,,,,,,
SNF Supp.,751,Engage in play with her,home,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,751,Engaging in interactive play with her. ,social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,751,Expecting her to clean up after herself.,chore,home,2,,,,,,,,,,,,,,,,,,,,
SNF Supp.,751,Explaining to her what we will do so she can know what to expect (particularly with doctor's visits),neighborhood outings,community,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,751,"Give her things to do to show the significance of the event, such as bring the present in to the birthday party. ",social ,home,0,,,,,,,,,,,,,,,,,,,,
SNF Supp.,751,Giving her opportunities to do these things (ie: take her dishes to the sink or putting the stool by the sink so she can wash her hands.,basic care routine,home,0,,,,,,,,,,,,,,,,,,,,
