,Unnamed: 0.1,Unnamed: 0,ID,label,strategy,augmented_strategy,H_yx,predicted_label_null_x,correct_yx,H_yb,predicted_label_null_y,correct_yb,PVI
6923,9521,9521,792,4,He is too young at the moment.  He will surely do as he gets older.,He does not have money at the moment. He will surely do as he gets older.,0.54191072,4,TRUE,2.1962278431239506,0,FALSE,1.6543171231239506
6924,9522,9522,792,4,He is too young at the moment.  He will surely do as he gets older.,He does not have money at the moment. He will surely do as he gets older.,0.54191072,4,TRUE,2.1962278431239506,0,FALSE,1.6543171231239506
6925,9523,9523,792,4,He is too young at the moment.  He will surely do as he gets older.,He does not have money at the moment. He will surely do as he gets older.,0.54191072,4,TRUE,2.1962278431239506,0,FALSE,1.6543171231239506
6926,9524,9524,792,4,He is too young at the moment.  He will surely do as he gets older.,He does not have money at the moment. He will surely do as he gets older.,0.54191072,4,TRUE,2.1962278431239506,0,FALSE,1.6543171231239506
6927,9525,9525,792,4,He is too young at the moment.  He will surely do as he gets older.,He does not have money at the moment. He will surely do as he gets older.,0.54191072,4,TRUE,2.1962278431239506,0,FALSE,1.6543171231239506
6928,9526,9526,792,4,He is too young at the moment.  He will surely do as he gets older.,He does not have money at the moment. He will surely do as he gets older.,0.54191072,4,TRUE,2.1962278431239506,0,FALSE,1.6543171231239506
6929,9527,9527,792,4,He is too young at the moment.  He will surely do as he gets older.,He does not have money at the moment. He will surely do as he gets older.,0.54191072,4,TRUE,2.1962278431239506,0,FALSE,1.6543171231239506
6930,9528,9528,792,4,He is too young at the moment.  He will surely do as he gets older.,He does not have money at the moment. He will surely do as he gets older.,0.54191072,4,TRUE,2.1962278431239506,0,FALSE,1.6543171231239506
6931,9529,9529,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young to do as he gets older.,0.534195854,4,TRUE,2.1962278431239506,0,FALSE,1.6620319891239506
6932,9530,9530,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young to do as he gets older.,0.534195854,4,TRUE,2.1962278431239506,0,FALSE,1.6620319891239506
6933,9531,9531,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young to do as he gets older.,0.534195854,4,TRUE,2.1962278431239506,0,FALSE,1.6620319891239506
6934,9532,9532,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young to do as he gets older.,0.534195854,4,TRUE,2.1962278431239506,0,FALSE,1.6620319891239506
6935,9533,9533,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young to do as he gets older.,0.534195854,4,TRUE,2.1962278431239506,0,FALSE,1.6620319891239506
6936,9534,9534,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young to do as he gets older.,0.534195854,4,TRUE,2.1962278431239506,0,FALSE,1.6620319891239506
6937,9535,9535,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young to do as he gets older.,0.534195854,4,TRUE,2.1962278431239506,0,FALSE,1.6620319891239506
6938,9536,9536,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young to do as he gets older.,0.534195854,4,TRUE,2.1962278431239506,0,FALSE,1.6620319891239506
6939,9537,9537,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young to do as he gets older.,0.534195854,4,TRUE,2.1962278431239506,0,FALSE,1.6620319891239506
6940,9538,9538,792,4,He is too young at the moment.  He will surely do as he gets older.,"He is too young at the moment to have a job, but I'm sure he will do great as he gets older.",0.556667646,4,TRUE,2.1962278431239506,0,FALSE,1.6395601971239506
6941,9539,9539,792,4,He is too young at the moment.  He will surely do as he gets older.,"He is too young at the moment to have a job, but I'm sure he will do great as he gets older.",0.556667646,4,TRUE,2.1962278431239506,0,FALSE,1.6395601971239506
6942,9540,9540,792,4,He is too young at the moment.  He will surely do as he gets older.,"He is too young at the moment to have a job, but I'm sure he will do great as he gets older.",0.556667646,4,TRUE,2.1962278431239506,0,FALSE,1.6395601971239506
6943,9541,9541,792,4,He is too young at the moment.  He will surely do as he gets older.,"He is too young at the moment to have a job, but I'm sure he will do great as he gets older.",0.556667646,4,TRUE,2.1962278431239506,0,FALSE,1.6395601971239506
6944,9542,9542,792,4,He is too young at the moment.  He will surely do as he gets older.,"He is too young at the moment to have a job, but I'm sure he will do great as he gets older.",0.556667646,4,TRUE,2.1962278431239506,0,FALSE,1.6395601971239506
6945,9543,9543,792,4,He is too young at the moment.  He will surely do as he gets older.,"He is too young at the moment to have a job, but I'm sure he will do great as he gets older.",0.556667646,4,TRUE,2.1962278431239506,0,FALSE,1.6395601971239506
6946,9544,9544,792,4,He is too young at the moment.  He will surely do as he gets older.,"He is too young at the moment to have a job, but I'm sure he will do great as he gets older.",0.556667646,4,TRUE,2.1962278431239506,0,FALSE,1.6395601971239506
6947,9545,9545,792,4,He is too young at the moment.  He will surely do as he gets older.,"He is too young at the moment to have a job, but I'm sure he will do great as he gets older.",0.556667646,4,TRUE,2.1962278431239506,0,FALSE,1.6395601971239506
6948,9546,9546,792,4,He is too young at the moment.  He will surely do as he gets older.,"He is too young at the moment to have a job, but I'm sure he will do great as he gets older.",0.556667646,4,TRUE,2.1962278431239506,0,FALSE,1.6395601971239506
6949,9547,9547,792,4,He is too young at the moment.  He will surely do as he gets older.,He is much younger at the moment. He will surely do as he gets older.,0.548900471,4,TRUE,2.1962278431239506,0,FALSE,1.6473273721239503
6950,9548,9548,792,4,He is too young at the moment.  He will surely do as he gets older.,He is much younger at the moment. He will surely do as he gets older.,0.548900471,4,TRUE,2.1962278431239506,0,FALSE,1.6473273721239503
6951,9549,9549,792,4,He is too young at the moment.  He will surely do as he gets older.,He is much younger at the moment. He will surely do as he gets older.,0.548900471,4,TRUE,2.1962278431239506,0,FALSE,1.6473273721239503
6952,9550,9550,792,4,He is too young at the moment.  He will surely do as he gets older.,He is much younger at the moment. He will surely do as he gets older.,0.548900471,4,TRUE,2.1962278431239506,0,FALSE,1.6473273721239503
6953,9551,9551,792,4,He is too young at the moment.  He will surely do as he gets older.,He is much younger at the moment. He will surely do as he gets older.,0.548900471,4,TRUE,2.1962278431239506,0,FALSE,1.6473273721239503
6954,9552,9552,792,4,He is too young at the moment.  He will surely do as he gets older.,He is much younger at the moment. He will surely do as he gets older.,0.548900471,4,TRUE,2.1962278431239506,0,FALSE,1.6473273721239503
6955,9553,9553,792,4,He is too young at the moment.  He will surely do as he gets older.,He is much younger at the moment. He will surely do as he gets older.,0.548900471,4,TRUE,2.1962278431239506,0,FALSE,1.6473273721239503
6956,9554,9554,792,4,He is too young at the moment.  He will surely do as he gets older.,He is much younger at the moment. He will surely do as he gets older.,0.548900471,4,TRUE,2.1962278431239506,0,FALSE,1.6473273721239503
6957,9555,9555,792,4,He is too young at the moment.  He will surely do as he gets older.,He is much younger at the moment. He will surely do as he gets older.,0.548900471,4,TRUE,2.1962278431239506,0,FALSE,1.6473273721239503
6958,9556,9556,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment. He will surely do a better job as he gets older.,0.573682644,4,TRUE,2.1962278431239506,0,FALSE,1.6225451991239506
6959,9557,9557,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment. He will surely do a better job as he gets older.,0.573682644,4,TRUE,2.1962278431239506,0,FALSE,1.6225451991239506
6960,9558,9558,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment. He will surely do a better job as he gets older.,0.573682644,4,TRUE,2.1962278431239506,0,FALSE,1.6225451991239506
6961,9559,9559,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment. He will surely do a better job as he gets older.,0.573682644,4,TRUE,2.1962278431239506,0,FALSE,1.6225451991239506
6962,9560,9560,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment. He will surely do a better job as he gets older.,0.573682644,4,TRUE,2.1962278431239506,0,FALSE,1.6225451991239506
6963,9561,9561,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment. He will surely do a better job as he gets older.,0.573682644,4,TRUE,2.1962278431239506,0,FALSE,1.6225451991239506
6964,9562,9562,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment. He will surely do a better job as he gets older.,0.573682644,4,TRUE,2.1962278431239506,0,FALSE,1.6225451991239506
6965,9563,9563,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment. He will surely do a better job as he gets older.,0.573682644,4,TRUE,2.1962278431239506,0,FALSE,1.6225451991239506
6966,9564,9564,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment. He will surely do a better job as he gets older.,0.573682644,4,TRUE,2.1962278431239506,0,FALSE,1.6225451991239506
6967,9565,9565,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment: He will surely do as he gets older.,0.554867415,4,TRUE,2.1962278431239506,0,FALSE,1.6413604281239509
6968,9566,9566,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment: He will surely do as he gets older.,0.554867415,4,TRUE,2.1962278431239506,0,FALSE,1.6413604281239509
6969,9567,9567,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment: He will surely do as he gets older.,0.554867415,4,TRUE,2.1962278431239506,0,FALSE,1.6413604281239509
6970,9568,9568,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment: He will surely do as he gets older.,0.554867415,4,TRUE,2.1962278431239506,0,FALSE,1.6413604281239509
6971,9569,9569,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment: He will surely do as he gets older.,0.554867415,4,TRUE,2.1962278431239506,0,FALSE,1.6413604281239509
6972,9570,9570,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment: He will surely do as he gets older.,0.554867415,4,TRUE,2.1962278431239506,0,FALSE,1.6413604281239509
6973,9571,9571,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment: He will surely do as he gets older.,0.554867415,4,TRUE,2.1962278431239506,0,FALSE,1.6413604281239509
6974,9572,9572,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment: He will surely do as he gets older.,0.554867415,4,TRUE,2.1962278431239506,0,FALSE,1.6413604281239509
6975,9573,9573,792,4,He is too young at the moment.  He will surely do as he gets older.,He is too young at the moment: He will surely do as he gets older.,0.554867415,4,TRUE,2.1962278431239506,0,FALSE,1.6413604281239509
6984,9582,9582,792,4,he is too young right now. This will change as he grows.,he is too young right now to try it.,0.554663164,4,TRUE,2.1962278431239506,0,FALSE,1.6415646791239509
6985,9583,9583,792,4,he is too young right now. This will change as he grows.,he is too young right now to try it.,0.554663164,4,TRUE,2.1962278431239506,0,FALSE,1.6415646791239509
6986,9584,9584,792,4,he is too young right now. This will change as he grows.,he is too young right now.This will change as he grows.,0.535970832,4,TRUE,2.1962278431239506,0,FALSE,1.6602570111239507
6987,9585,9585,792,4,he is too young right now. This will change as he grows.,he is too young right now.This will change as he grows.,0.535970832,4,TRUE,2.1962278431239506,0,FALSE,1.6602570111239507
6988,9586,9586,792,4,he is too young right now. This will change as he grows.,He is too young right now. This will change as he grows.,0.535970832,4,TRUE,2.1962278431239506,0,FALSE,1.6602570111239507
6989,9587,9587,792,4,he is too young right now. This will change as he grows.,He is too young right now. This will change as he grows.,0.535970832,4,TRUE,2.1962278431239506,0,FALSE,1.6602570111239507
6990,9588,9588,792,4,he is too young right now. This will change as he grows.,he is too young right now. this will change as he grows,0.585283155,4,TRUE,2.1962278431239506,0,FALSE,1.6109446881239506
6991,9589,9589,792,4,he is too young right now. This will change as he grows.,he is too young right now. this will change as he grows,0.585283155,4,TRUE,2.1962278431239506,0,FALSE,1.6109446881239506
6992,9590,9590,792,4,he is too young right now. This will change as he grows.,This will change as he grows up.,0.611458553,4,TRUE,2.1962278431239506,0,FALSE,1.5847692901239507
6993,9591,9591,792,4,he is too young right now. This will change as he grows.,This will change as he grows up.,0.611458553,4,TRUE,2.1962278431239506,0,FALSE,1.5847692901239507
6994,9592,9592,792,4,he is too young right now. This will change as he grows.,He is younger than everyone else. This will change as he grows.,0.526733726,4,TRUE,2.1962278431239506,0,FALSE,1.6694941171239506
6995,9593,9593,792,4,he is too young right now. This will change as he grows.,He is younger than everyone else. This will change as he grows.,0.526733726,4,TRUE,2.1962278431239506,0,FALSE,1.6694941171239506
6996,9594,9594,792,4,he is too young right now. This will change as he grows.,He is too young right now to interact with anyone else.,0.545902689,4,TRUE,2.1962278431239506,0,FALSE,1.6503251541239503
6997,9595,9595,792,4,he is too young right now. This will change as he grows.,He is too young right now to interact with anyone else.,0.545902689,4,TRUE,2.1962278431239506,0,FALSE,1.6503251541239503
6998,9596,9596,792,4,he is too young right now. This will change as he grows.,he is too young.,0.627814173,4,TRUE,2.1962278431239506,0,FALSE,1.5684136701239506
6999,9597,9597,792,4,he is too young right now. This will change as he grows.,he is too young.,0.627814173,4,TRUE,2.1962278431239506,0,FALSE,1.5684136701239506
7000,9598,9598,792,4,he is too young right now. This will change as he grows.,This will change as he grows.,0.600657657,4,TRUE,2.1962278431239506,0,FALSE,1.5955701861239506
7001,9599,9599,792,4,he is too young right now. This will change as he grows.,This will change as he grows.,0.600657657,4,TRUE,2.1962278431239506,0,FALSE,1.5955701861239506
7002,9600,9600,792,4,he is too young right now. This will change as he grows.,"he is too young right now. As he grows up, he can start to form and deepen relationships.",0.661280753,4,TRUE,2.1962278431239506,0,FALSE,1.5349470901239506
7003,9601,9601,792,4,he is too young right now. This will change as he grows.,"he is too young right now. As he grows up, he can start to form and deepen relationships.",0.661280753,4,TRUE,2.1962278431239506,0,FALSE,1.5349470901239506
7018,9616,9616,792,4,he is too young right now.  This will change as he grows.,he is too young now. This will change as he grows.,0.559686764,4,TRUE,2.1962278431239506,0,FALSE,1.6365410791239507
7019,9617,9617,792,4,he is too young right now.  This will change as he grows.,he is too young right now. this will change as he grows.,0.535970832,4,TRUE,2.1962278431239506,0,FALSE,1.6602570111239507
7020,9618,9618,792,4,he is too young right now.  This will change as he grows.,He is too young right now. This will change when he grows.,0.537232026,4,TRUE,2.1962278431239506,0,FALSE,1.6589958171239507
7021,9619,9619,792,4,he is too young right now.  This will change as he grows.,"If you think your child is too young to fit into society's social structure, you ought to tell your child that.",1.597450307,4,TRUE,2.1962278431239506,0,FALSE,0.5987775361239507
7022,9620,9620,792,4,he is too young right now.  This will change as he grows.,he is too young right now. This will change as he grows.,0.535970832,4,TRUE,2.1962278431239506,0,FALSE,1.6602570111239507
7023,9621,9621,792,4,he is too young right now.  This will change as he grows.,He is too young right now. this won't change as he grows.,0.532298811,4,TRUE,2.1962278431239506,0,FALSE,1.6639290321239506
7024,9622,9622,792,4,he is too young right now.  This will change as he grows.,"This is a phase you will go through as he grows, but it's a good idea at this point.",0.701679375,4,TRUE,2.1962278431239506,0,FALSE,1.4945484681239507
7031,9629,9629,792,4,I love the he has play dates and would love him to have more.,I love that he has play date and would love him to have more.,0.718135043,4,TRUE,2.1962278431239506,0,FALSE,1.4780928001239506
7032,9630,9630,792,4,I love the he has play dates and would love him to have more.,It would be nice if he has play dates.,0.934323052,4,TRUE,2.1962278431239506,0,FALSE,1.2619047911239507
7033,9631,9631,792,4,I love the he has play dates and would love him to have more.,I love that he has play dates and would love him to have more.,0.852223374,4,TRUE,2.1962278431239506,0,FALSE,1.3440044691239506
7034,9632,9632,792,4,I love the he has play dates and would love him to have more.,I would love to have a play date,0.947172119,4,TRUE,2.1962278431239506,0,FALSE,1.2490557241239506
7035,9633,9633,792,4,I love the he has play dates and would love him to have more.,I love that he has play dates and would love for more.,0.804247385,4,TRUE,2.1962278431239506,0,FALSE,1.3919804581239503
7036,9634,9634,792,4,I love the he has play dates and would love him to have more.,I would love him to have more play dates.,0.927643779,4,TRUE,2.1962278431239506,0,FALSE,1.2685840641239507
7053,9651,9651,792,4,my child does not attend organized daycare/preschool,i prefer a daycare/preschool that is close to home.,0.790510491,4,TRUE,2.1962278431239506,0,FALSE,1.4057173521239503
7054,9652,9652,792,4,my child does not attend organized daycare/preschool,i prefer a daycare/preschool that is close to home.,0.790510491,4,TRUE,2.1962278431239506,0,FALSE,1.4057173521239503
7055,9653,9653,792,4,my child does not attend organized daycare/preschool,i prefer a daycare/preschool that is close to home.,0.790510491,4,TRUE,2.1962278431239506,0,FALSE,1.4057173521239503
7056,9654,9654,792,4,my child does not attend organized daycare/preschool,my child does not attend daycare/preschool,0.739823134,4,TRUE,2.1962278431239506,0,FALSE,1.4564047091239507
7057,9655,9655,792,4,my child does not attend organized daycare/preschool,my child does not attend daycare/preschool,0.739823134,4,TRUE,2.1962278431239506,0,FALSE,1.4564047091239507
7058,9656,9656,792,4,my child does not attend organized daycare/preschool,my child does not attend daycare/preschool,0.739823134,4,TRUE,2.1962278431239506,0,FALSE,1.4564047091239507
7059,9657,9657,792,4,my child does not attend organized daycare/preschool,My child does not go to a daycare center or preschool.,0.684707373,4,TRUE,2.1962278431239506,0,FALSE,1.5115204701239506
7060,9658,9658,792,4,my child does not attend organized daycare/preschool,My child does not go to a daycare center or preschool.,0.684707373,4,TRUE,2.1962278431239506,0,FALSE,1.5115204701239506
7061,9659,9659,792,4,my child does not attend organized daycare/preschool,My child does not go to a daycare center or preschool.,0.684707373,4,TRUE,2.1962278431239506,0,FALSE,1.5115204701239506
7062,9660,9660,792,4,my child does not attend organized daycare/preschool,my child does not go to organized daycare/preschool,0.703093593,4,TRUE,2.1962278431239506,0,FALSE,1.4931342501239506
7063,9661,9661,792,4,my child does not attend organized daycare/preschool,my child does not go to organized daycare/preschool,0.703093593,4,TRUE,2.1962278431239506,0,FALSE,1.4931342501239506
7064,9662,9662,792,4,my child does not attend organized daycare/preschool,my child does not go to organized daycare/preschool,0.703093593,4,TRUE,2.1962278431239506,0,FALSE,1.4931342501239506
7065,9663,9663,792,4,my child does not attend organized daycare/preschool,my child has not attended daycare/preschool.,0.651103849,4,TRUE,2.1962278431239506,0,FALSE,1.5451239941239503
7066,9664,9664,792,4,my child does not attend organized daycare/preschool,my child has not attended daycare/preschool.,0.651103849,4,TRUE,2.1962278431239506,0,FALSE,1.5451239941239503
7067,9665,9665,792,4,my child does not attend organized daycare/preschool,my child has not attended daycare/preschool.,0.651103849,4,TRUE,2.1962278431239506,0,FALSE,1.5451239941239503
7068,9666,9666,792,4,my child does not attend organized daycare/preschool,My child is not attending daycare/preschool.,0.629179852,4,TRUE,2.1962278431239506,0,FALSE,1.5670479911239503
7069,9667,9667,792,4,my child does not attend organized daycare/preschool,My child is not attending daycare/preschool.,0.629179852,4,TRUE,2.1962278431239506,0,FALSE,1.5670479911239503
7070,9668,9668,792,4,my child does not attend organized daycare/preschool,My child is not attending daycare/preschool.,0.629179852,4,TRUE,2.1962278431239506,0,FALSE,1.5670479911239503
7071,9669,9669,792,4,my child does not attend organized daycare/preschool,my child does not attend organized daycare / preschool.,0.664850113,4,TRUE,2.1962278431239506,0,FALSE,1.5313777301239506
7072,9670,9670,792,4,my child does not attend organized daycare/preschool,my child does not attend organized daycare / preschool.,0.664850113,4,TRUE,2.1962278431239506,0,FALSE,1.5313777301239506
7073,9671,9671,792,4,my child does not attend organized daycare/preschool,my child does not attend organized daycare / preschool.,0.664850113,4,TRUE,2.1962278431239506,0,FALSE,1.5313777301239506
7074,9672,9672,792,4,my child does not attend organized daycare/preschool,your child lives on your property.,0.851298138,4,TRUE,2.1962278431239506,0,FALSE,1.3449297051239506
7075,9673,9673,792,4,my child does not attend organized daycare/preschool,your child lives on your property.,0.851298138,4,TRUE,2.1962278431239506,0,FALSE,1.3449297051239506
7076,9674,9674,792,4,my child does not attend organized daycare/preschool,your child lives on your property.,0.851298138,4,TRUE,2.1962278431239506,0,FALSE,1.3449297051239506
7077,9675,9675,792,4,my child does not attend organized daycare/preschool,My child does not attend daycare/preschool.,0.675519191,4,TRUE,2.1962278431239506,0,FALSE,1.5207086521239506
7078,9676,9676,792,4,my child does not attend organized daycare/preschool,My child does not attend daycare/preschool.,0.675519191,4,TRUE,2.1962278431239506,0,FALSE,1.5207086521239506
7079,9677,9677,792,4,my child does not attend organized daycare/preschool,My child does not attend daycare/preschool.,0.675519191,4,TRUE,2.1962278431239506,0,FALSE,1.5207086521239506
7080,9678,9678,792,4,my child does not attend organized daycare/preschool,i do not send my kid to daycare preschool,0.878294335,4,TRUE,2.1962278431239506,0,FALSE,1.3179335081239505
7081,9679,9679,792,4,my child does not attend organized daycare/preschool,i do not send my kid to daycare preschool,0.878294335,4,TRUE,2.1962278431239506,0,FALSE,1.3179335081239505
7082,9680,9680,792,4,my child does not attend organized daycare/preschool,i do not send my kid to daycare preschool,0.878294335,4,TRUE,2.1962278431239506,0,FALSE,1.3179335081239505
7083,9681,9681,792,4,my child does not attend organized daycare/preschool,My child does not attend organized daycare/preschool.,0.664850113,4,TRUE,2.1962278431239506,0,FALSE,1.5313777301239506
7084,9682,9682,792,4,my child does not attend organized daycare/preschool,My child does not attend organized daycare/preschool.,0.664850113,4,TRUE,2.1962278431239506,0,FALSE,1.5313777301239506
7085,9683,9683,792,4,my child does not attend organized daycare/preschool,My child does not attend organized daycare/preschool.,0.664850113,4,TRUE,2.1962278431239506,0,FALSE,1.5313777301239506
7086,9684,9684,792,4,my child does not attend organized daycare/preschool,this child is at daycare/preschool but i am,0.692567361,4,TRUE,2.1962278431239506,0,FALSE,1.5036604821239503
7087,9685,9685,792,4,my child does not attend organized daycare/preschool,this child is at daycare/preschool but i am,0.692567361,4,TRUE,2.1962278431239506,0,FALSE,1.5036604821239503
7088,9686,9686,792,4,my child does not attend organized daycare/preschool,this child is at daycare/preschool but i am,0.692567361,4,TRUE,2.1962278431239506,0,FALSE,1.5036604821239503
7089,9687,9687,792,4,my child does not attend organized daycare/preschool,how children learn at daycare in daycare/preschool setting: my child only attends organized daycare/preschool,1.136178026,4,TRUE,2.1962278431239506,0,FALSE,1.0600498171239503
7090,9688,9688,792,4,my child does not attend organized daycare/preschool,how children learn at daycare in daycare/preschool setting: my child only attends organized daycare/preschool,1.136178026,4,TRUE,2.1962278431239506,0,FALSE,1.0600498171239503
7091,9689,9689,792,4,my child does not attend organized daycare/preschool,how children learn at daycare in daycare/preschool setting: my child only attends organized daycare/preschool,1.136178026,4,TRUE,2.1962278431239506,0,FALSE,1.0600498171239503
7092,9690,9690,792,4,my child does not attend organized daycare/preschool,i don't have a child but i do have a friend,0.716522448,4,TRUE,2.1962278431239506,0,FALSE,1.4797053951239505
7093,9691,9691,792,4,my child does not attend organized daycare/preschool,i don't have a child but i do have a friend,0.716522448,4,TRUE,2.1962278431239506,0,FALSE,1.4797053951239505
7094,9692,9692,792,4,my child does not attend organized daycare/preschool,i don't have a child but i do have a friend,0.716522448,4,TRUE,2.1962278431239506,0,FALSE,1.4797053951239505
7095,9693,9693,792,4,my child does not attend organized daycare/preschool,my child is not attending organized daycare/preschool,0.688985687,4,TRUE,2.1962278431239506,0,FALSE,1.5072421561239506
7096,9694,9694,792,4,my child does not attend organized daycare/preschool,my child is not attending organized daycare/preschool,0.688985687,4,TRUE,2.1962278431239506,0,FALSE,1.5072421561239506
7097,9695,9695,792,4,my child does not attend organized daycare/preschool,my child is not attending organized daycare/preschool,0.688985687,4,TRUE,2.1962278431239506,0,FALSE,1.5072421561239506
7098,9696,9696,792,4,my child does not attend organized daycare/preschool,I have a child that does not attend kindergarten.,0.655686888,4,TRUE,2.1962278431239506,0,FALSE,1.5405409551239506
7099,9697,9697,792,4,my child does not attend organized daycare/preschool,I have a child that does not attend kindergarten.,0.655686888,4,TRUE,2.1962278431239506,0,FALSE,1.5405409551239506
7100,9698,9698,792,4,my child does not attend organized daycare/preschool,I have a child that does not attend kindergarten.,0.655686888,4,TRUE,2.1962278431239506,0,FALSE,1.5405409551239506
7101,9699,9699,792,4,my child does not attend organized daycare/preschool,I don't think my child goes to daycare/preschool.,0.604547842,4,TRUE,2.1962278431239506,0,FALSE,1.5916800011239505
7102,9700,9700,792,4,my child does not attend organized daycare/preschool,I don't think my child goes to daycare/preschool.,0.604547842,4,TRUE,2.1962278431239506,0,FALSE,1.5916800011239505
7103,9701,9701,792,4,my child does not attend organized daycare/preschool,I don't think my child goes to daycare/preschool.,0.604547842,4,TRUE,2.1962278431239506,0,FALSE,1.5916800011239505
7113,9711,9711,792,4,He is not in daycare - he has a nanny.,"He is not in daycare, he has a babysitter.",0.652970067,4,TRUE,2.1962278431239506,0,FALSE,1.5432577761239503
7114,9712,9712,792,4,He is not in daycare - he has a nanny.,"He is not in daycare, he has a babysitter.",0.652970067,4,TRUE,2.1962278431239506,0,FALSE,1.5432577761239503
7115,9713,9713,792,4,He is not in daycare - he has a nanny.,"He is not in daycare, he has a babysitter.",0.652970067,4,TRUE,2.1962278431239506,0,FALSE,1.5432577761239503
7116,9714,9714,792,4,He is not in daycare - he has a nanny.,He gets a nanny at day care if he's not in school.,1.343665813,4,TRUE,2.1962278431239506,0,FALSE,0.8525620301239505
7117,9715,9715,792,4,He is not in daycare - he has a nanny.,He gets a nanny at day care if he's not in school.,1.343665813,4,TRUE,2.1962278431239506,0,FALSE,0.8525620301239505
7118,9716,9716,792,4,He is not in daycare - he has a nanny.,He gets a nanny at day care if he's not in school.,1.343665813,4,TRUE,2.1962278431239506,0,FALSE,0.8525620301239505
7119,9717,9717,792,4,He is not in daycare - he has a nanny.,"He does not go to daycare, he has a nanny.",0.710042343,4,TRUE,2.1962278431239506,0,FALSE,1.4861855001239506
7120,9718,9718,792,4,He is not in daycare - he has a nanny.,"He does not go to daycare, he has a nanny.",0.710042343,4,TRUE,2.1962278431239506,0,FALSE,1.4861855001239506
7121,9719,9719,792,4,He is not in daycare - he has a nanny.,"He does not go to daycare, he has a nanny.",0.710042343,4,TRUE,2.1962278431239506,0,FALSE,1.4861855001239506
7122,9720,9720,792,4,He is not in daycare - he has a nanny.,He did not go to daycare.,0.796918353,4,TRUE,2.1962278431239506,0,FALSE,1.3993094901239505
7123,9721,9721,792,4,He is not in daycare - he has a nanny.,He did not go to daycare.,0.796918353,4,TRUE,2.1962278431239506,0,FALSE,1.3993094901239505
7124,9722,9722,792,4,He is not in daycare - he has a nanny.,He did not go to daycare.,0.796918353,4,TRUE,2.1962278431239506,0,FALSE,1.3993094901239505
7125,9723,9723,792,4,He is not in daycare - he has a nanny.,He is not in daycare.,0.639116891,4,TRUE,2.1962278431239506,0,FALSE,1.5571109521239506
7126,9724,9724,792,4,He is not in daycare - he has a nanny.,He is not in daycare.,0.639116891,4,TRUE,2.1962278431239506,0,FALSE,1.5571109521239506
7127,9725,9725,792,4,He is not in daycare - he has a nanny.,He is not in daycare.,0.639116891,4,TRUE,2.1962278431239506,0,FALSE,1.5571109521239506
7128,9726,9726,792,4,He is not in daycare - he has a nanny.,He is not in daycare - his mother is so busy.,0.66625214,4,TRUE,2.1962278431239506,0,FALSE,1.5299757031239505
7129,9727,9727,792,4,He is not in daycare - he has a nanny.,He is not in daycare - his mother is so busy.,0.66625214,4,TRUE,2.1962278431239506,0,FALSE,1.5299757031239505
7130,9728,9728,792,4,He is not in daycare - he has a nanny.,He is not in daycare - his mother is so busy.,0.66625214,4,TRUE,2.1962278431239506,0,FALSE,1.5299757031239505
7131,9729,9729,792,4,He is not in daycare - he has a nanny.,HeÃ¢â‚¬â„¢s not going to preschool. He has no friends.,0.611743803,4,TRUE,2.1962278431239506,0,FALSE,1.5844840401239506
7132,9730,9730,792,4,He is not in daycare - he has a nanny.,HeÃ¢â‚¬â„¢s not going to preschool. He has no friends.,0.611743803,4,TRUE,2.1962278431239506,0,FALSE,1.5844840401239506
7133,9731,9731,792,4,He is not in daycare - he has a nanny.,HeÃ¢â‚¬â„¢s not going to preschool. He has no friends.,0.611743803,4,TRUE,2.1962278431239506,0,FALSE,1.5844840401239506
7134,9732,9732,792,4,He is not in daycare - he has a nanny.,He is not in daycare because he has a nanny.,0.641148426,4,TRUE,2.1962278431239506,0,FALSE,1.5550794171239506
